Geneid,control Evs_1,control Evs_2,control Evs_3,IL-10 Evs_1,IL-10 Evs_2,IL-10 Evs_3
mmu-mir-297a-4,1,0,4,2,1,0
mmu-mir-669i,0,0,0,0,0,0
mmu-mir-669h,0,0,0,0,0,0
mmu-mir-511,0,0,0,0,0,0
mmu-mir-6419,0,0,0,0,0,3
mmu-mir-7655,0,0,9,0,0,0
mmu-mir-3967,1,0,0,0,0,0
mmu-mir-7664,0,0,0,0,0,0
mmu-mir-3087,0,0,0,0,0,0
mmu-mir-6996,0,0,0,0,0,0
mmu-mir-126a,0,1,0,4,0,0
mmu-mir-126b,0,0,0,0,0,0
mmu-mir-7578,0,0,0,0,0,0
mmu-mir-3088,0,0,0,0,0,0
mmu-mir-133c,0,0,0,0,0,0
mmu-mir-219a-2,10,0,0,0,0,0
mmu-mir-219b,0,0,0,0,0,0
mmu-mir-6997,0,0,0,0,0,0
mmu-mir-3089,0,0,0,0,0,0
mmu-mir-6998,0,0,0,0,0,3
mmu-mir-7674,1,0,1,5,0,2
mmu-mir-3154,0,0,0,0,0,0
mmu-mir-199b,0,0,0,0,0,0
mmu-mir-1954,0,0,0,0,0,0
mmu-mir-8093,0,1,0,0,0,0
mmu-mir-2861,0,0,2,0,0,1
mmu-mir-3960,11,9,14,7,9,0
mmu-mir-5128,0,0,3,2,4,1
mmu-mir-181a-2,0,1,3,1,0,1
mmu-mir-181b-2,0,0,0,1,0,0
mmu-mir-6336,4,0,7,24,0,0
mmu-mir-5129,5,0,0,4,6,0
mmu-mir-195b,0,0,0,0,0,0
mmu-mir-6337,0,0,0,0,0,0
mmu-mir-7224,0,0,0,0,0,0
mmu-mir-6335,0,0,0,0,0,0
mmu-mir-10b,0,3,0,0,0,1
mmu-mir-684-1,0,0,0,0,0,0
mmu-mir-130a,0,0,0,0,0,0
mmu-mir-6999,0,0,0,0,0,0
mmu-mir-1955,0,0,0,0,0,0
mmu-mir-7000,31,10,24,38,6,10
mmu-mir-7221,0,0,0,0,0,0
mmu-mir-7222,0,0,0,0,0,0
mmu-mir-7001,0,0,0,0,0,0
mmu-mir-129-2,0,1,0,0,0,0
mmu-mir-129b,0,5,1,0,0,0
mmu-mir-670,0,0,0,0,0,0
mmu-mir-1902,0,0,0,0,0,0
mmu-mir-7002,0,0,0,0,0,0
mmu-mir-1951,0,0,0,0,0,0
mmu-mir-674,1,13,8,20,2,1
mmu-mir-7665,0,0,0,0,0,0
mmu-mir-147,0,0,0,0,0,0
mmu-mir-3473g,0,0,0,0,0,0
mmu-mir-6339,0,0,0,0,0,2
mmu-mir-6973b,0,0,0,0,0,0
mmu-mir-103-2,0,0,1,0,0,0
mmu-mir-3090,0,0,0,0,0,0
mmu-mir-1952,0,0,0,0,0,2
mmu-mir-1953,0,0,0,0,0,0
mmu-mir-5622,0,0,0,0,0,0
mmu-mir-695,0,0,0,0,0,0
mmu-mir-499,0,0,0,0,0,0
mmu-mir-7685,1,0,0,0,0,0
mmu-mir-3474,0,0,0,0,0,0
mmu-mir-7003,0,0,0,0,0,0
mmu-mir-7678,0,0,0,0,0,0
mmu-mir-7004,0,0,0,0,0,0
mmu-mir-6340,0,0,0,1,0,0
mmu-mir-296,0,0,0,0,0,0
mmu-mir-298,0,0,0,0,0,0
mmu-mir-7005,4,0,0,0,0,0
mmu-mir-3091,0,0,0,0,5,0
mmu-mir-1a-1,12,14,11,13,10,5
mmu-mir-133a-2,0,0,1,0,0,0
mmu-mir-124-3,12,0,6,0,0,1
mmu-mir-7006,0,0,0,0,0,0
mmu-mir-124-2,12,0,6,0,0,1
mmu-mir-7007,0,0,0,0,0,0
mmu-mir-3092,0,0,0,0,0,0
mmu-mir-466q,0,0,0,0,0,0
mmu-mir-551b,0,0,0,0,0,1
mmu-mir-21b,0,0,1,1,1,0
mmu-mir-7008,0,0,0,0,0,0
mmu-mir-1897,0,0,0,0,0,0
mmu-mir-6378,0,0,0,0,0,0
mmu-mir-7009,0,0,0,0,0,9
mmu-mir-6379,0,0,0,0,0,0
mmu-mir-6377,0,0,0,0,0,0
mmu-mir-8120,0,0,0,0,0,0
mmu-mir-15b,1,0,1,0,0,0
mmu-mir-16-2,0,0,2,1,2,2
mmu-mir-7010,0,0,0,0,0,0
mmu-mir-466k,0,0,0,0,0,0
mmu-mir-3093,0,0,0,0,0,0
mmu-mir-9-1,14,0,0,0,0,1
mmu-mir-7011,0,0,0,0,0,0
mmu-mir-1905,0,0,0,0,0,2
mmu-mir-92b,0,2,2,1,0,0
mmu-mir-7669,6,2,2,1,1,3
mmu-mir-190b,0,0,0,5,0,0
mmu-mir-7012,0,0,7,13,0,1
mmu-mir-7013,0,0,0,0,0,0
mmu-mir-8099-1,0,1,0,0,0,0
mmu-mir-7014,0,0,0,0,0,0
mmu-mir-7225,0,1,0,0,0,0
mmu-mir-6481,0,0,0,1,0,0
mmu-mir-669n,0,0,0,0,0,0
mmu-mir-137,5,1,0,0,0,0
mmu-mir-760,0,0,7,5,0,0
mmu-mir-7657,0,0,0,0,0,0
mmu-mir-302b,0,0,0,0,0,0
mmu-mir-302c,0,0,0,0,0,0
mmu-mir-302a,0,0,0,0,0,0
mmu-mir-302d,0,0,0,0,0,0
mmu-mir-367,0,0,0,0,0,0
mmu-mir-1895,0,0,0,0,0,0
mmu-mir-6380,0,0,0,0,0,0
mmu-mir-1956,0,0,0,0,0,0
mmu-let-7j,9,2,4,4,1,1
mmu-mir-6381,0,0,0,0,0,0
mmu-mir-3963,99,8,3,7,6,0
mmu-mir-186,0,1,1,1,0,14
mmu-mir-3471-2,2,0,0,0,0,0
mmu-mir-3471-1,0,0,0,0,0,0
mmu-mir-684-2,0,0,0,0,0,0
mmu-mir-6400,0,0,0,0,0,0
mmu-mir-8118,0,1,0,0,0,0
mmu-mir-876,0,0,0,0,0,0
mmu-mir-873a,0,0,0,0,0,0
mmu-mir-873b,0,0,0,0,0,0
mmu-mir-207,0,12,2,2,0,6
mmu-mir-5123,0,0,0,0,0,0
mmu-mir-3094,0,0,0,0,0,0
mmu-mir-5106,6,1,2,3,0,2
mmu-mir-5120,0,0,0,0,0,0
mmu-mir-1958,0,0,0,0,0,0
mmu-mir-32,0,0,1,5,0,0
mmu-mir-3095,0,0,0,0,0,0
mmu-mir-455,2,0,0,0,0,0
mmu-mir-491,0,0,0,0,0,0
mmu-mir-31,3,3,0,0,0,0
mmu-mir-6402,1,0,0,0,0,1
mmu-mir-872,0,0,0,0,0,0
mmu-mir-101a,0,0,0,0,0,0
mmu-mir-6397,0,0,0,0,0,0
mmu-mir-761,0,0,0,0,0,0
mmu-mir-7226,0,0,0,0,0,0
mmu-mir-1957a,0,0,0,0,1,0
mmu-mir-30c-1,0,0,1,1,0,0
mmu-mir-30f,0,0,0,0,0,0
mmu-mir-30e,10,2,1,10,2,0
mmu-mir-7015,0,0,0,0,0,0
mmu-mir-6398,0,0,1,0,0,1
mmu-mir-697,0,0,0,0,0,0
mmu-mir-698,0,1,0,0,0,1
mmu-mir-692-2,18,58,133,455,106,52
mmu-mir-7119,0,0,0,2,1,0
mmu-mir-8119,0,2,0,0,0,0
mmu-mir-7016,0,0,0,0,0,0
mmu-mir-7017,0,0,0,0,0,0
mmu-mir-5122,0,0,0,0,0,1
mmu-mir-7227,0,0,0,0,0,0
mmu-mir-6403,0,0,2,0,0,0
mmu-mir-700,0,0,0,17,0,0
mmu-mir-7018,0,2,3,6,0,0
mmu-mir-6399,0,0,0,0,0,0
mmu-mir-7019,0,0,0,0,0,0
mmu-mir-7020,0,0,0,0,0,0
mmu-mir-2139,0,0,0,0,0,0
mmu-mir-7021,0,0,0,0,0,0
mmu-mir-7022,0,0,0,0,0,0
mmu-mir-5616,0,0,0,0,1,0
mmu-mir-7023,0,0,0,0,0,0
mmu-mir-34a,0,0,0,0,0,0
mmu-mir-429,0,0,0,0,0,0
mmu-mir-200a,0,0,0,0,0,0
mmu-mir-200b,0,2,0,0,0,0
mmu-mir-7658,0,2,0,0,0,0
mmu-mir-879,0,0,0,0,0,0
mmu-mir-671,0,0,0,2,0,0
mmu-mir-1960,0,0,0,0,0,0
mmu-mir-5625,0,0,0,0,0,0
mmu-mir-3473e,0,0,0,0,0,0
mmu-mir-7024,0,0,0,0,0,0
mmu-mir-7036b,0,0,0,0,0,0
mmu-mir-467g,0,0,0,0,0,0
mmu-mir-3097,0,0,0,0,0,0
mmu-mir-7689,0,0,0,0,0,0
mmu-mir-6414,0,0,0,0,0,0
mmu-mir-218-1,0,0,0,0,0,0
mmu-mir-8117,9,7,9,4,3,4
mmu-mir-6417,0,0,0,0,0,0
mmu-mir-574,0,0,3,2,0,1
mmu-mir-7025,0,0,0,0,0,0
mmu-mir-5098,0,0,0,0,0,0
mmu-mir-1187,0,0,0,0,0,0
mmu-mir-3969,0,0,0,0,0,1
mmu-mir-6415,0,0,0,0,0,1
mmu-mir-1961,0,0,0,2,0,0
mmu-mir-703,3,0,1,8,5,1
mmu-mir-5619,0,0,1,0,1,0
mmu-mir-7026,0,0,0,0,0,0
mmu-mir-701,0,0,0,0,0,0
mmu-mir-7229,0,0,0,0,0,0
mmu-mir-7230,0,0,0,0,0,0
mmu-mir-7027,0,0,0,0,0,0
mmu-mir-7028,1,0,0,0,0,0
mmu-mir-6240,1315,1455,1201,1112,1330,1550
mmu-mir-7029,1,0,0,0,0,0
mmu-mir-7030,0,0,0,0,0,0
mmu-mir-7031,0,0,0,7,0,0
mmu-mir-8115,0,0,0,0,0,0
mmu-mir-7647,0,0,0,0,0,0
mmu-mir-7032,0,0,0,0,0,0
mmu-mir-3965,0,0,0,0,0,0
mmu-mir-7228,0,0,0,0,0,0
mmu-mir-7033,0,3,0,0,0,0
mmu-mir-7034,0,0,0,0,0,0
mmu-mir-7035,0,0,0,0,0,0
mmu-mir-721,0,0,0,0,0,1
mmu-mir-702,1,0,1,12,0,0
mmu-mir-8116,0,0,0,0,0,0
mmu-mir-7036a,5,0,1,2,0,0
mmu-mir-6418,0,1,0,0,0,0
mmu-mir-25,20,18,29,15,20,9
mmu-mir-93,1,1,3,7,0,1
mmu-mir-106b,0,0,4,0,0,0
mmu-mir-339,0,0,0,0,0,0
mmu-mir-7037,0,0,0,0,0,0
mmu-mir-7038,0,0,0,0,0,0
mmu-mir-7039,0,0,0,0,0,0
mmu-let-7k,1,1,0,0,0,11
mmu-mir-653,0,0,0,0,0,0
mmu-mir-489,0,0,0,0,0,0
mmu-mir-6370,0,0,0,0,0,0
mmu-mir-592,0,0,1,0,0,0
mmu-mir-129-1,0,0,0,0,0,0
mmu-mir-182,1,0,11,1,1,0
mmu-mir-96,0,0,0,0,0,0
mmu-mir-183,9,6,18,17,5,0
mmu-mir-335,13,0,0,0,0,0
mmu-mir-29a,5,1,16,0,1,1
mmu-mir-29b-1,2,0,1,0,1,0
mmu-mir-490,0,0,0,0,0,0
mmu-mir-7670,0,0,0,0,0,0
mmu-mir-704,0,0,0,0,0,0
mmu-mir-6371,0,2,0,0,0,0
mmu-mir-148a,0,0,0,3,0,0
mmu-mir-196b,0,0,0,0,0,0
mmu-mir-8112,1,1,0,4,2,1
mmu-mir-7232,0,0,0,1,0,0
mmu-mir-468,0,0,0,0,0,0
mmu-mir-7040,0,0,0,0,0,0
mmu-mir-3470a,0,0,0,0,0,0
mmu-mir-6374,0,0,3,0,0,0
mmu-mir-705,0,0,0,0,0,0
mmu-mir-6375,0,0,0,0,0,0
mmu-mir-6376,0,0,0,0,0,0
mmu-mir-7041,0,0,0,0,0,0
mmu-mir-6373,0,0,0,0,0,0
mmu-mir-7661,0,0,0,0,0,0
mmu-mir-7042,0,0,0,0,0,0
mmu-mir-7660,0,0,0,0,0,0
mmu-mir-7043,0,0,0,0,0,0
mmu-mir-7044,0,0,0,0,0,0
mmu-mir-706,0,0,0,0,0,0
mmu-mir-7231,0,0,0,0,0,0
mmu-mir-141,0,0,0,0,0,0
mmu-mir-200c,0,0,0,0,0,0
mmu-mir-7045,0,0,0,0,0,0
mmu-mir-3098,0,0,0,0,0,0
mmu-mir-8113,0,0,0,0,0,0
mmu-mir-7233,0,0,0,0,0,0
mmu-mir-7649,0,0,0,0,0,0
mmu-mir-680-1,0,0,0,0,0,0
mmu-mir-290a,0,0,0,0,0,0
mmu-mir-290b,0,0,0,0,0,0
mmu-mir-291a,0,0,0,0,0,5
mmu-mir-292a,2,0,0,2,1,0
mmu-mir-292b,3,0,1,1,1,0
mmu-mir-291b,0,0,0,0,0,0
mmu-mir-293,0,0,0,0,0,0
mmu-mir-294,0,0,0,0,0,0
mmu-mir-295,0,0,0,0,0,0
mmu-mir-935,5,2,1,0,1,0
mmu-mir-3572,0,0,0,0,0,0
mmu-mir-3099,0,0,0,0,0,0
mmu-mir-5620,0,0,0,0,0,0
mmu-mir-297a-1,0,0,0,0,0,0
mmu-mir-3100,1,1,1,5,0,1
mmu-mir-330,1,0,1,15,0,0
mmu-mir-343,0,0,0,2,0,0
mmu-mir-7046,2,0,1,2,0,0
mmu-mir-7047,0,0,0,0,0,0
mmu-mir-6537,0,0,1,0,1,0
mmu-mir-7048,0,0,0,0,0,0
mmu-mir-3101,0,0,0,0,0,0
mmu-mir-1191a,0,0,0,0,0,1
mmu-mir-7049,0,0,0,0,0,0
mmu-mir-1963,0,0,0,0,0,0
mmu-mir-1964,0,0,0,0,0,0
mmu-mir-7668,0,0,0,2,0,0
mmu-mir-9769,0,0,0,0,0,0
mmu-mir-3569,0,0,0,0,0,0
mmu-mir-7050,0,0,0,0,0,2
mmu-mir-7051,0,1,0,0,0,0
mmu-mir-7052,0,0,0,0,0,0
mmu-mir-7053,1,0,0,0,0,0
mmu-mir-707,0,0,0,0,0,0
mmu-mir-7054,0,0,0,0,0,0
mmu-mir-150,0,0,0,0,0,0
mmu-mir-5121,26,25,31,30,14,6
mmu-mir-7055,0,0,0,0,0,0
mmu-mir-7056,0,0,0,0,0,0
mmu-mir-6238,46,242,582,232,34,223
mmu-mir-6389,0,0,0,0,0,1
mmu-mir-344d-1,0,0,0,0,0,0
mmu-mir-344d-2,0,0,0,0,0,0
mmu-mir-344d-3,0,0,0,0,0,0
mmu-mir-344e,0,0,0,0,0,0
mmu-mir-344h-1,0,0,0,0,0,0
mmu-mir-344h-2,0,0,0,0,0,0
mmu-mir-344b,0,0,0,0,0,0
mmu-mir-344c,0,0,0,0,0,0
mmu-mir-344-1,0,0,0,0,1,0
mmu-mir-344-2,0,0,0,0,0,0
mmu-mir-344g,0,0,0,6,0,0
mmu-mir-344f,0,0,0,0,0,0
mmu-mir-344i,0,0,0,5,0,0
mmu-mir-211,1,0,0,1,0,0
mmu-mir-6416,0,0,0,0,0,0
mmu-mir-7057,0,0,0,2,0,0
mmu-mir-7234,1,0,0,0,0,0
mmu-mir-7a-2,20,7,0,7,10,7
mmu-mir-9-3,14,0,0,0,0,0
mmu-mir-1839,7,1,5,4,2,0
mmu-mir-708,0,1,4,0,6,0
mmu-mir-6394,0,0,0,1,0,0
mmu-mir-326,1,0,0,15,0,0
mmu-mir-3102,0,0,0,1,0,0
mmu-mir-139,0,1,0,0,0,0
mmu-mir-7058,0,0,0,0,0,0
mmu-mir-7059,0,0,0,0,0,0
mmu-mir-7060,0,0,0,4,0,0
mmu-mir-762,2,0,1,0,0,0
mmu-mir-3103,0,0,0,1,0,0
mmu-mir-7061,0,0,0,0,0,0
mmu-mir-1962,0,0,0,0,0,0
mmu-mir-6401,0,0,0,0,0,0
mmu-mir-7686,0,0,0,0,0,0
mmu-mir-202,0,0,0,0,0,0
mmu-mir-7062,0,0,0,0,0,0
mmu-mir-210,4,6,3,17,0,0
mmu-mir-7063,0,0,0,0,0,0
mmu-mir-3104,4,0,0,0,0,0
mmu-mir-675,0,3,1,0,0,0
mmu-mir-483,2,0,0,0,0,0
mmu-mir-7064,0,0,0,0,0,0
mmu-mir-6404,0,0,0,0,0,0
mmu-mir-3105,0,0,0,0,0,0
mmu-mir-7654,0,4,1,0,0,1
mmu-mir-7238,0,0,0,0,0,1
mmu-mir-9768,0,0,0,0,0,0
mmu-mir-7065,0,0,0,0,0,0
mmu-mir-1968,0,0,0,0,0,0
mmu-mir-3106,2,3,0,0,0,0
mmu-mir-486a,0,0,12,0,0,0
mmu-mir-486b,0,0,0,0,0,0
mmu-mir-8108,0,0,0,0,0,0
mmu-mir-6395,0,0,0,0,0,0
mmu-mir-383,0,9,0,0,0,0
mmu-mir-7666,0,0,0,0,0,4
mmu-mir-710,0,0,0,0,0,0
mmu-mir-7066,0,0,0,0,0,0
mmu-mir-7240,0,0,0,7,0,0
mmu-mir-7067,0,3,2,15,2,3
mmu-mir-1969,0,0,0,0,0,0
mmu-mir-6769b,0,0,0,0,0,0
mmu-mir-7068,0,0,0,2,0,0
mmu-mir-28b,0,0,0,0,0,0
mmu-mir-1668,0,0,0,0,0,0
mmu-mir-8111,0,0,0,0,0,0
mmu-mir-1199,0,0,0,0,0,0
mmu-mir-709,0,1,0,0,0,0
mmu-mir-181d,2,3,1,0,0,0
mmu-mir-181c,0,0,14,0,0,0
mmu-mir-23a,42,35,59,98,32,17
mmu-mir-27a,4,1,2,0,1,1
mmu-mir-24-2,24,16,28,38,17,14
mmu-mir-3074-2,0,0,0,0,0,0
mmu-mir-7069,0,0,0,2,0,3
mmu-mir-7070,0,11,5,67,5,6
mmu-mir-8109,6,6,1,3,4,3
mmu-mir-7071,0,0,0,0,0,5
mmu-mir-8110,0,0,0,0,0,0
mmu-mir-138-2,0,0,0,0,0,0
mmu-mir-7072,0,0,0,0,0,0
mmu-mir-7073,0,0,5,0,1,0
mmu-mir-328,6,3,5,9,9,3
mmu-mir-1966,0,0,0,0,0,0
mmu-mir-7074,0,0,0,0,0,0
mmu-mir-7075,4,0,0,0,0,0
mmu-mir-140,1,1,0,0,1,0
mmu-mir-3108,0,0,0,0,0,0
mmu-mir-3473d,0,0,0,7,0,0
mmu-mir-1957b,0,0,0,0,0,0
mmu-mir-7076,0,0,0,0,0,0
mmu-mir-7077,0,0,0,0,0,0
mmu-mir-7078,0,0,0,0,0,0
mmu-mir-7687,0,0,0,0,0,0
mmu-mir-7237,0,0,0,0,0,0
mmu-mir-6396,0,0,0,0,0,0
mmu-mir-7079,0,0,0,0,0,0
mmu-mir-7080,0,0,0,0,0,0
mmu-mir-1967,0,0,0,0,0,0
mmu-mir-21c,0,0,0,0,0,0
mmu-mir-1903,3,4,1,6,16,2
mmu-mir-101c,0,0,0,0,0,0
mmu-mir-5618,0,0,0,0,0,0
mmu-mir-1899,0,0,1,0,0,0
mmu-mir-6237,0,0,0,0,0,0
mmu-mir-7650,7,0,0,0,0,0
mmu-mir-7081,0,0,0,0,0,0
mmu-mir-1900,0,0,0,0,0,0
mmu-mir-7082,0,0,0,0,0,0
mmu-mir-199a-1,0,0,0,0,0,0
mmu-mir-1946b,0,0,0,0,0,1
mmu-mir-7083,0,0,0,1,0,0
mmu-mir-7084,0,1,2,0,0,0
mmu-mir-100,0,0,0,0,0,1
mmu-let-7a-2,146,111,189,329,93,90
mmu-mir-125b-1,10,10,7,5,0,0
mmu-mir-7085,0,0,0,0,0,0
mmu-mir-7086,0,0,0,0,0,0
mmu-mir-7087,0,0,0,0,0,0
mmu-mir-34c,0,0,0,0,2,0
mmu-mir-34b,0,0,0,0,0,1
mmu-mir-6244,0,0,0,0,0,0
mmu-mir-130c,0,0,0,0,0,0
mmu-mir-5710,0,0,0,0,0,0
mmu-mir-6385,0,0,1,0,0,0
mmu-mir-5133,0,0,0,0,0,0
mmu-mir-190a,0,0,0,0,0,0
mmu-mir-7241,0,0,0,0,0,0
mmu-mir-7242,1,0,0,0,0,1
mmu-mir-3109,0,0,0,0,0,0
mmu-mir-5626,0,0,0,0,0,0
mmu-mir-184,0,9,22,1,4,7
mmu-mir-6386,0,0,0,0,0,0
mmu-mir-7656,0,0,0,0,0,0
mmu-mir-7243,0,0,0,0,0,0
mmu-mir-2136,0,0,0,0,0,0
mmu-mir-135a-1,0,1,0,0,1,0
mmu-let-7g,14,17,29,8,7,1
mmu-mir-7088,1,0,0,0,0,0
mmu-mir-191,50,6,20,12,4,9
mmu-mir-425,1,2,1,1,0,0
mmu-mir-711,0,0,0,0,7,0
mmu-mir-7089,0,0,0,0,0,0
mmu-mir-6236,11700,12156,13344,10846,12247,12199
mmu-mir-8107,0,0,0,0,0,0
mmu-mir-128-2,0,0,1,1,0,0
mmu-mir-467h,1,0,0,0,0,0
mmu-mir-26a-1,5,0,0,0,0,0
mmu-mir-7090,0,0,0,0,0,0
mmu-mir-8106,0,0,0,0,0,0
mmu-mir-138-1,0,5,0,2,0,0
mmu-mir-500,0,0,0,0,0,0
mmu-mir-501,0,0,0,0,1,0
mmu-mir-362,0,0,0,0,0,0
mmu-mir-188,0,0,0,0,0,0
mmu-mir-532,2,0,1,1,1,0
mmu-mir-1198,0,1,0,1,1,0
mmu-mir-221,2,8,0,1,3,1
mmu-mir-222,6,2,3,15,1,3
mmu-mir-5617,0,0,0,0,0,1
mmu-mir-3110,0,0,0,0,0,0
mmu-mir-6384,0,0,0,0,0,0
mmu-mir-717,0,0,0,0,0,0
mmu-mir-363,0,0,0,0,0,0
mmu-mir-92a-2,1,0,12,0,2,1
mmu-mir-19b-2,2,20,1,15,1,2
mmu-mir-20b,0,0,0,0,0,0
mmu-mir-18b,0,1,0,0,0,0
mmu-mir-106a,0,10,0,0,0,0
mmu-mir-450b,0,0,0,0,0,0
mmu-mir-450a-1,0,0,0,0,0,0
mmu-mir-450a-2,0,0,0,0,0,0
mmu-mir-542,0,0,0,0,1,0
mmu-mir-351,0,0,4,21,5,0
mmu-mir-503,0,0,0,0,0,0
mmu-mir-322,1,1,2,0,1,1
mmu-mir-5116,0,0,0,0,0,2
mmu-mir-504,0,0,0,0,0,0
mmu-mir-505,0,1,0,0,0,0
mmu-mir-743a,0,0,0,0,0,0
mmu-mir-743b,0,0,0,0,0,0
mmu-mir-742,0,0,0,0,0,0
mmu-mir-883a,0,0,0,0,0,0
mmu-mir-883b,0,0,0,0,1,0
mmu-mir-471,0,0,0,0,0,0
mmu-mir-741,0,0,0,0,0,0
mmu-mir-463,0,0,0,0,0,0
mmu-mir-880,0,0,0,0,0,0
mmu-mir-878,0,0,0,0,0,0
mmu-mir-881,0,0,0,0,0,0
mmu-mir-871,0,0,0,0,0,0
mmu-mir-470,0,0,0,0,0,0
mmu-mir-465d,0,0,0,0,0,0
mmu-mir-465c-1,0,0,0,0,0,0
mmu-mir-465b-1,0,0,0,1,0,0
mmu-mir-465c-2,0,0,0,1,0,0
mmu-mir-465b-2,0,0,0,1,0,0
mmu-mir-465a,0,0,0,1,0,0
mmu-mir-201,0,0,0,0,0,0
mmu-mir-547,0,0,0,0,0,0
mmu-mir-509,0,0,0,0,0,0
mmu-mir-224,0,0,0,0,0,0
mmu-mir-452,0,0,0,0,0,0
mmu-mir-767,0,0,0,0,0,0
mmu-mir-105,0,0,0,0,0,0
mmu-mir-2137,49,19,25,21,14,9
mmu-mir-5132,0,0,0,0,0,0
mmu-mir-718,2,1,0,0,2,0
mmu-mir-7091,0,0,0,0,0,0
mmu-mir-7092,0,0,0,0,0,1
mmu-mir-1906-2,0,0,0,0,0,0
mmu-mir-7673,0,0,0,0,0,0
mmu-mir-223,0,0,0,0,0,0
mmu-mir-676,0,0,0,0,0,0
mmu-mir-421,0,0,0,0,0,0
mmu-mir-374b,0,0,3,1,0,2
mmu-mir-374c,0,0,0,0,0,0
mmu-mir-672,0,0,0,0,0,0
mmu-mir-384,0,0,0,0,0,0
mmu-mir-325,0,0,0,0,0,0
mmu-mir-6382,1,0,0,0,0,0
mmu-mir-361,0,0,0,8,0,1
mmu-mir-3112,0,0,0,0,0,0
mmu-mir-7093,0,0,0,0,0,0
mmu-mir-7646,0,0,0,0,0,0
mmu-mir-1970,3,0,0,0,0,0
mmu-mir-6383,0,0,0,0,0,0
mmu-mir-3475,0,0,0,0,0,0
mmu-mir-652,0,0,1,0,0,0
mmu-mir-680-2,0,0,0,0,0,0
mmu-mir-3472,0,0,0,0,0,0
mmu-mir-3552,0,0,0,0,0,0
mmu-mir-764,0,0,0,0,0,0
mmu-mir-1912,0,0,0,0,0,0
mmu-mir-1264,0,7,0,0,13,11
mmu-mir-1298,2,0,0,0,0,0
mmu-mir-448,0,0,0,0,0,0
mmu-mir-3620,0,0,0,0,0,0
mmu-mir-3113,0,0,0,0,0,0
mmu-let-7f-2,50,60,104,119,38,41
mmu-mir-98,1,1,1,1,3,0
mmu-mir-3473a,0,0,0,0,0,0
