Geneid,control Evs Tx_1,control Evs Tx_2,control Evs Tx_3,IL-10 Evs Tx_1,IL-10 Evs Tx_2,IL-10 Evs Tx_3
ENSMUSG00000060098,7,20,13,14,9,19
ENSMUSG00000031906,462,568,581,666,717,659
ENSMUSG00000074113,161,198,253,261,279,314
ENSMUSG00000037940,942,860,940,1140,1009,1119
ENSMUSG00000090732,0,1,2,1,0,0
ENSMUSG00000090584,0,0,0,0,0,0
ENSMUSG00000091998,0,0,0,0,0,0
ENSMUSG00000089147,0,0,0,0,0,0
ENSMUSG00000109664,0,0,1,0,1,0
ENSMUSG00000110045,26,16,17,22,29,24
ENSMUSG00000031907,1727,1807,1816,2092,1981,2322
ENSMUSG00000054069,0,0,0,5,2,0
ENSMUSG00000061048,67,99,104,89,105,96
ENSMUSG00000060019,0,0,0,0,0,0
ENSMUSG00000099139,0,0,0,0,5,0
ENSMUSG00000031712,0,0,3,0,1,2
ENSMUSG00000065182,0,0,0,0,0,0
ENSMUSG00000097984,0,0,0,0,0,0
ENSMUSG00000109893,0,0,0,0,0,1
ENSMUSG00000000303,156,207,165,202,217,188
ENSMUSG00000031711,0,0,0,0,0,0
ENSMUSG00000109643,0,0,0,0,0,0
ENSMUSG00000047747,1738,1915,1928,2440,2375,2404
ENSMUSG00000109600,6,12,10,6,4,17
ENSMUSG00000109876,0,0,0,0,0,0
ENSMUSG00000074228,0,0,0,0,0,0
ENSMUSG00000041949,15,13,33,23,22,24
ENSMUSG00000031910,0,2,0,0,0,0
ENSMUSG00000046691,0,0,0,0,0,0
ENSMUSG00000117748,0,0,0,0,0,0
ENSMUSG00000031709,2206,2181,2257,2581,2595,2552
ENSMUSG00000110422,6,0,2,5,11,11
ENSMUSG00000031710,0,0,0,1,3,0
ENSMUSG00000041438,0,0,0,0,0,0
ENSMUSG00000074108,0,0,0,0,0,0
ENSMUSG00000041308,0,0,0,0,1,0
ENSMUSG00000088969,0,0,0,0,1,4
ENSMUSG00000085464,0,0,0,0,0,0
ENSMUSG00000035151,0,3,4,2,0,3
ENSMUSG00000035057,345,354,399,453,334,469
ENSMUSG00000082136,0,0,0,0,2,0
ENSMUSG00000031913,0,0,0,0,0,0
ENSMUSG00000083734,0,0,0,0,0,0
ENSMUSG00000078931,0,0,0,0,0,0
ENSMUSG00000031916,0,0,0,0,0,0
ENSMUSG00000002190,149,156,202,181,238,222
ENSMUSG00000031917,0,0,0,0,0,0
ENSMUSG00000031919,0,0,0,0,0,0
ENSMUSG00000063253,89,123,113,123,108,97
ENSMUSG00000110617,136,171,194,156,161,195
ENSMUSG00000110448,129,200,150,184,261,199
ENSMUSG00000047286,94,118,106,140,80,111
ENSMUSG00000110478,0,1,0,0,0,0
ENSMUSG00000033938,0,4,0,0,0,0
ENSMUSG00000031921,0,0,0,0,0,0
ENSMUSG00000098671,0,0,0,0,0,0
ENSMUSG00000102271,0,0,0,0,0,0
ENSMUSG00000031924,0,0,0,0,0,0
ENSMUSG00000057657,0,0,0,0,0,0
ENSMUSG00000031708,0,0,0,0,0,0
ENSMUSG00000110580,9,12,5,3,22,12
ENSMUSG00000110471,0,0,0,0,0,0
ENSMUSG00000110690,0,0,0,0,0,0
ENSMUSG00000031442,8334,10118,8314,9558,15740,7421
ENSMUSG00000005483,0,2,0,0,3,0
ENSMUSG00000079146,0,0,0,0,0,0
ENSMUSG00000019433,0,1,0,0,0,0
ENSMUSG00000086770,0,0,0,1,0,1
ENSMUSG00000105030,0,0,0,0,0,0
ENSMUSG00000082682,0,0,0,2,0,2
ENSMUSG00000081951,0,4,0,2,2,0
ENSMUSG00000031626,805,934,1029,1104,967,1092
ENSMUSG00000031443,554,602,692,765,684,809
ENSMUSG00000109665,21,8,12,13,24,14
ENSMUSG00000084954,153,173,144,190,291,155
ENSMUSG00002075425,0,0,0,0,0,0
ENSMUSG00000118852,0,0,0,0,0,0
ENSMUSG00000003847,0,0,0,0,0,0
ENSMUSG00000085440,2,3,0,0,0,0
ENSMUSG00000110411,0,1,0,0,0,0
ENSMUSG00000080378,0,0,0,0,0,0
ENSMUSG00000003849,0,0,0,1,1,0
ENSMUSG00000031636,0,0,0,0,0,0
ENSMUSG00000110071,0,0,0,0,0,0
ENSMUSG00000071104,0,0,0,0,0,0
ENSMUSG00000003848,0,0,0,0,0,0
ENSMUSG00000087542,0,0,0,0,0,0
ENSMUSG00000071103,0,4,10,6,2,7
ENSMUSG00000031444,640,668,723,734,796,834
ENSMUSG00000031445,876,980,978,1102,1072,1243
ENSMUSG00000091443,10,9,5,9,7,13
ENSMUSG00000031634,1,0,0,2,4,0
ENSMUSG00000050914,2,1,1,2,3,0
ENSMUSG00000057672,0,0,3,0,0,1
ENSMUSG00000038542,379,485,474,546,564,546
ENSMUSG00000091784,651,684,720,813,801,858
ENSMUSG00000031930,0,0,0,0,0,0
ENSMUSG00000019464,0,0,0,0,0,0
ENSMUSG00000059775,0,0,0,0,0,0
ENSMUSG00000110501,0,0,0,0,0,0
ENSMUSG00000065439,0,0,0,0,0,0
ENSMUSG00000039067,0,0,0,0,0,0
ENSMUSG00000110508,0,0,0,0,0,0
ENSMUSG00002076032,0,0,0,0,0,0
ENSMUSG00002076156,0,0,0,0,0,0
ENSMUSG00000110625,0,0,0,0,1,0
ENSMUSG00000031446,54111,61662,63766,72197,66515,75275
ENSMUSG00000098532,0,3,0,0,0,0
ENSMUSG00000038872,2819,3061,3212,3290,3075,3434
ENSMUSG00000104292,0,0,0,0,0,0
ENSMUSG00000102989,239,320,279,371,343,343
ENSMUSG00000031447,19,26,14,16,27,25
ENSMUSG00000093697,0,2,0,0,0,0
ENSMUSG00000093241,0,0,0,0,0,0
ENSMUSG00000031637,23,4,12,8,18,1
ENSMUSG00000110528,0,0,0,0,0,0
ENSMUSG00002075982,0,0,0,0,0,0
ENSMUSG00000005481,0,10,10,0,0,2
ENSMUSG00000031727,137,140,162,203,180,173
ENSMUSG00000037993,2,0,0,0,0,0
ENSMUSG00000031723,0,0,0,0,0,0
ENSMUSG00000038515,9,17,6,7,7,6
ENSMUSG00000088054,0,0,0,0,0,0
ENSMUSG00000031722,0,0,0,0,0,0
ENSMUSG00000038291,523,569,591,641,603,656
ENSMUSG00002075432,0,1,0,0,8,0
ENSMUSG00000031448,627,692,625,822,864,734
ENSMUSG00000031730,0,0,0,0,0,0
ENSMUSG00000031631,2,1,9,10,14,4
ENSMUSG00000109902,0,2,0,8,0,7
ENSMUSG00000031633,0,0,0,0,0,0
ENSMUSG00000074978,0,0,0,0,0,0
ENSMUSG00002076759,0,0,0,0,0,0
ENSMUSG00000071102,0,0,0,0,0,0
ENSMUSG00000089561,0,0,0,0,0,0
ENSMUSG00000109692,8,14,16,11,9,20
ENSMUSG00000047171,4,0,0,4,6,3
ENSMUSG00000110179,8,3,0,3,2,0
ENSMUSG00000109743,0,0,4,2,2,0
ENSMUSG00000038506,178,166,157,180,217,224
ENSMUSG00000110035,330,300,371,417,366,405
ENSMUSG00000109612,2,9,2,5,10,0
ENSMUSG00000107531,6,8,15,0,7,21
ENSMUSG00000109912,2,0,0,0,2,0
ENSMUSG00000089026,0,0,0,0,0,0
ENSMUSG00000107742,0,0,0,4,0,4
ENSMUSG00000002885,1,0,8,0,6,0
ENSMUSG00000098465,0,0,0,0,0,0
ENSMUSG00000110570,0,0,0,0,0,2
ENSMUSG00002075288,0,0,0,0,0,0
ENSMUSG00000038497,1366,1480,1559,1901,1841,1860
ENSMUSG00000018796,89,107,89,99,127,90
ENSMUSG00000109807,2,6,5,8,12,8
ENSMUSG00000038482,0,0,0,0,0,0
ENSMUSG00000031449,0,0,0,0,0,0
ENSMUSG00000110311,0,0,0,0,0,0
ENSMUSG00000031450,4734,5462,5215,5716,7147,5439
ENSMUSG00000038457,289,321,257,206,371,263
ENSMUSG00000031629,2,0,5,2,2,1
ENSMUSG00000031451,3,0,0,6,3,1
ENSMUSG00000110278,904,1033,885,1077,1229,984
ENSMUSG00000048827,0,0,0,0,0,1
ENSMUSG00000031729,0,0,0,0,0,1
ENSMUSG00000031452,309,393,376,412,450,367
ENSMUSG00000031728,1,0,5,5,6,8
ENSMUSG00000031453,6,13,3,13,15,1
ENSMUSG00000038225,109,137,109,101,165,78
ENSMUSG00000069895,0,0,2,0,0,0
ENSMUSG00000110270,0,0,0,0,0,0
ENSMUSG00000090336,342,342,381,398,397,340
ENSMUSG00000109617,696,767,777,938,734,759
ENSMUSG00000031628,4,10,4,12,15,4
ENSMUSG00000038416,0,0,0,0,0,0
ENSMUSG00000038398,0,0,0,0,0,0
ENSMUSG00000057116,515,605,629,628,600,768
ENSMUSG00000047710,130,198,201,201,197,241
ENSMUSG00002075686,0,0,0,0,0,0
ENSMUSG00000065817,0,0,0,0,2,0
ENSMUSG00000031458,190,239,229,245,261,247
ENSMUSG00000068631,0,0,2,0,0,0
ENSMUSG00000031627,0,0,0,0,0,0
ENSMUSG00000109751,0,0,0,0,0,0
ENSMUSG00000110374,0,0,0,0,0,0
ENSMUSG00000110414,0,0,0,0,0,0
ENSMUSG00000109759,0,0,0,0,0,0
ENSMUSG00000031731,0,0,4,0,0,0
ENSMUSG00000038365,2,0,0,0,0,0
ENSMUSG00000038173,268,377,358,453,366,441
ENSMUSG00000050052,14,23,21,19,24,20
ENSMUSG00000109888,0,0,0,0,0,0
ENSMUSG00000110058,2,2,7,5,3,1
ENSMUSG00000086190,184,168,160,231,196,256
ENSMUSG00000110264,0,0,0,0,0,0
ENSMUSG00000051978,0,0,0,0,0,1
ENSMUSG00000109982,0,0,0,0,0,0
ENSMUSG00000038143,28,43,58,55,42,63
ENSMUSG00000109606,23,10,14,6,19,13
ENSMUSG00000092710,0,0,0,0,0,0
ENSMUSG00000047495,4694,5517,5688,6313,5311,6700
ENSMUSG00000085371,0,0,0,0,0,0
ENSMUSG00000088311,0,0,0,0,0,0
ENSMUSG00000038102,9,4,6,9,12,14
ENSMUSG00002076625,0,0,0,0,0,0
ENSMUSG00000084945,0,0,0,0,0,0
ENSMUSG00000026317,18,22,14,28,45,17
ENSMUSG00000031568,4,12,8,4,0,4
ENSMUSG00000110363,0,0,0,0,0,0
ENSMUSG00002075555,0,0,0,0,0,0
ENSMUSG00000109960,0,0,0,0,0,0
ENSMUSG00000062458,0,0,0,0,0,0
ENSMUSG00000063049,1,3,2,5,8,0
ENSMUSG00000074357,69,79,68,106,68,68
ENSMUSG00000059854,1699,2104,1965,2329,2289,2428
ENSMUSG00000038069,0,0,0,0,0,0
ENSMUSG00000118811,0,0,0,0,0,0
ENSMUSG00000097706,0,0,0,0,0,0
ENSMUSG00000093112,0,0,0,0,1,0
ENSMUSG00002074968,0,0,0,0,0,0
ENSMUSG00002075592,0,0,0,0,0,0
ENSMUSG00002075459,0,7,1,1,2,0
ENSMUSG00000110665,0,0,0,0,0,0
ENSMUSG00000110604,0,0,0,0,0,0
ENSMUSG00000110539,0,0,0,0,0,0
ENSMUSG00000110464,0,0,0,0,0,0
ENSMUSG00000061974,0,0,0,0,0,0
ENSMUSG00000035671,144,168,219,217,170,183
ENSMUSG00000031563,0,0,0,0,0,0
ENSMUSG00000019362,3,7,2,2,4,12
ENSMUSG00000038064,0,0,0,0,0,0
ENSMUSG00002075471,0,0,0,0,0,0
ENSMUSG00000110624,0,0,0,0,0,0
ENSMUSG00000110544,0,0,0,0,0,0
ENSMUSG00000010936,0,0,0,0,1,0
ENSMUSG00000004996,3494,3941,3580,3836,4942,4022
ENSMUSG00000004994,282,346,337,370,375,314
ENSMUSG00000109653,1465,1691,1721,1516,1719,1918
ENSMUSG00000033763,276,300,262,275,308,298
ENSMUSG00000031750,151,185,172,198,202,198
ENSMUSG00000090039,154,171,179,210,208,247
ENSMUSG00000085068,0,1,4,0,2,0
ENSMUSG00000071176,342,394,380,481,582,367
ENSMUSG00000033732,621,637,547,643,673,748
ENSMUSG00000031561,0,0,0,0,0,0
ENSMUSG00000080396,0,0,0,0,0,0
ENSMUSG00000090024,0,0,0,0,0,0
ENSMUSG00000080518,0,0,0,0,0,0
ENSMUSG00000110480,0,0,0,0,0,0
ENSMUSG00000110509,0,0,0,0,0,0
ENSMUSG00000055675,0,0,0,0,0,0
ENSMUSG00000089548,0,0,0,0,0,0
ENSMUSG00000110503,0,0,0,0,0,0
ENSMUSG00000102615,0,0,0,0,0,0
ENSMUSG00000110606,0,0,0,0,0,0
ENSMUSG00000110465,0,0,0,0,0,0
ENSMUSG00000049008,0,0,0,0,0,0
ENSMUSG00000109871,0,0,0,0,0,0
ENSMUSG00000109965,0,0,0,0,0,0
ENSMUSG00000031559,0,0,0,0,0,0
ENSMUSG00000110137,0,0,0,0,0,0
ENSMUSG00000110564,0,0,0,0,0,0
ENSMUSG00000110688,0,0,0,0,0,0
ENSMUSG00000109907,0,0,0,0,0,0
ENSMUSG00000110051,0,0,0,0,0,0
ENSMUSG00000110375,0,0,0,0,0,0
ENSMUSG00000110147,0,0,0,0,0,0
ENSMUSG00000109838,0,0,0,0,0,0
ENSMUSG00000109741,0,0,0,0,0,0
ENSMUSG00000110281,0,0,0,0,0,0
ENSMUSG00000110050,0,0,0,0,0,0
ENSMUSG00000087769,0,0,0,0,0,0
ENSMUSG00000109840,0,0,0,0,0,0
ENSMUSG00000109944,0,0,0,0,0,0
ENSMUSG00000109691,0,0,0,0,0,0
ENSMUSG00000110085,0,0,0,0,0,0
ENSMUSG00000109897,0,0,0,0,0,0
ENSMUSG00000110163,0,0,0,0,0,0
ENSMUSG00002075300,0,0,0,0,0,0
ENSMUSG00000065337,0,0,0,0,0,0
ENSMUSG00000109823,0,0,0,0,0,0
ENSMUSG00000052825,0,0,0,0,0,0
ENSMUSG00000098231,0,0,0,0,0,0
ENSMUSG00000064682,0,0,0,0,0,0
ENSMUSG00000110013,0,0,0,0,0,0
ENSMUSG00000109919,0,0,0,0,0,0
ENSMUSG00000109983,0,0,0,0,0,0
ENSMUSG00000088678,0,0,0,0,0,0
ENSMUSG00000110362,0,0,0,0,0,0
ENSMUSG00000118776,0,0,0,0,0,0
ENSMUSG00000089068,0,0,0,0,0,0
ENSMUSG00000031461,0,0,0,0,4,0
ENSMUSG00000083000,0,0,0,0,0,0
ENSMUSG00000110286,0,0,0,0,0,0
ENSMUSG00000109886,0,0,0,0,0,0
ENSMUSG00000077503,0,0,0,0,0,0
ENSMUSG00000109748,0,0,0,0,0,0
ENSMUSG00002076229,0,0,0,0,0,0
ENSMUSG00002076067,0,0,0,0,0,0
ENSMUSG00002076692,0,0,0,0,0,0
ENSMUSG00000110288,0,0,0,0,0,0
ENSMUSG00000031521,0,0,0,0,0,0
ENSMUSG00000109839,0,0,0,0,0,0
ENSMUSG00000110356,0,0,0,0,0,0
ENSMUSG00000110392,0,0,0,0,0,0
ENSMUSG00000110217,0,0,0,0,0,0
ENSMUSG00000110201,0,0,0,0,0,0
ENSMUSG00000109757,0,0,0,0,0,0
ENSMUSG00000039396,0,0,0,0,0,0
ENSMUSG00000031753,9,5,12,9,8,2
ENSMUSG00000110334,0,0,0,0,0,0
ENSMUSG00000031520,2,0,2,0,2,0
ENSMUSG00000110403,0,0,0,0,0,0
ENSMUSG00000054408,0,0,0,0,0,0
ENSMUSG00000060924,0,0,0,0,0,0
ENSMUSG00000031519,0,0,0,0,0,0
ENSMUSG00000089708,0,0,0,0,0,0
ENSMUSG00000093142,0,0,0,0,0,0
ENSMUSG00000085150,0,0,0,0,0,0
ENSMUSG00000087363,0,0,0,0,0,0
ENSMUSG00000031518,0,0,0,0,0,0
ENSMUSG00000109616,0,0,0,0,0,0
ENSMUSG00000110132,0,0,0,0,0,0
ENSMUSG00000087892,1,0,0,0,0,1
ENSMUSG00000109625,0,0,0,0,0,0
ENSMUSG00000088320,0,0,0,0,0,0
ENSMUSG00000110056,0,0,0,0,0,0
ENSMUSG00000077675,0,0,0,0,0,0
ENSMUSG00000033703,1475,1915,2070,2197,2249,2380
ENSMUSG00000031749,14,4,9,6,9,17
ENSMUSG00000065100,0,0,0,0,0,0
ENSMUSG00000118587,10,4,7,2,2,10
ENSMUSG00000015023,0,0,2,0,2,2
ENSMUSG00000034656,2325,2790,2589,2871,3064,2846
ENSMUSG00000039842,144,246,230,234,220,247
ENSMUSG00000077287,0,0,0,0,0,0
ENSMUSG00000064392,0,2,0,2,0,0
ENSMUSG00000086067,0,0,0,0,0,0
ENSMUSG00000087300,13,6,5,14,11,7
ENSMUSG00000090334,0,1,0,10,2,7
ENSMUSG00000033658,4,0,1,0,3,6
ENSMUSG00000093087,0,0,0,0,0,0
ENSMUSG00000031465,0,6,4,4,0,2
ENSMUSG00000031467,0,2,2,1,2,3
ENSMUSG00000109784,0,0,0,0,0,0
ENSMUSG00000110530,0,0,0,0,0,0
ENSMUSG00000110651,0,0,0,0,0,0
ENSMUSG00000031960,629,665,722,910,674,844
ENSMUSG00000039814,0,0,0,0,0,0
ENSMUSG00002075691,0,0,0,0,0,0
ENSMUSG00000088420,0,0,0,0,0,0
ENSMUSG00000109941,0,0,0,0,0,0
ENSMUSG00000053678,0,0,0,0,0,0
ENSMUSG00000053695,0,0,1,0,0,0
ENSMUSG00000053790,0,0,0,0,0,0
ENSMUSG00000080726,1,0,0,0,0,0
ENSMUSG00000061847,0,0,0,0,0,0
ENSMUSG00000039375,0,0,0,0,0,0
ENSMUSG00000089719,0,0,0,0,0,0
ENSMUSG00002075499,0,0,0,0,0,0
ENSMUSG00000071169,0,0,0,0,0,0
ENSMUSG00000031517,0,0,0,0,0,0
ENSMUSG00000039785,0,0,0,0,0,0
ENSMUSG00000081901,0,0,0,0,0,0
ENSMUSG00000110342,0,0,0,0,0,0
ENSMUSG00000109725,0,0,0,0,0,0
ENSMUSG00000039775,0,0,0,0,0,0
ENSMUSG00000109927,0,0,0,0,0,0
ENSMUSG00000109942,0,0,0,0,0,0
ENSMUSG00000081154,0,0,0,0,0,0
ENSMUSG00000110047,0,0,0,0,0,0
ENSMUSG00000110249,2,0,0,0,0,0
ENSMUSG00000082710,0,0,0,0,0,0
ENSMUSG00000109736,0,0,0,0,0,0
ENSMUSG00000110025,0,0,0,0,0,0
ENSMUSG00000031471,0,0,0,0,0,0
ENSMUSG00000110064,0,0,0,0,0,0
ENSMUSG00000080894,0,0,0,0,0,0
ENSMUSG00000109943,0,0,0,0,0,0
ENSMUSG00000081094,0,0,0,0,0,0
ENSMUSG00002075262,0,0,0,0,0,0
ENSMUSG00000046258,0,0,0,0,0,0
ENSMUSG00000037790,0,0,0,0,0,0
ENSMUSG00000082650,0,0,0,0,0,0
ENSMUSG00002075907,0,0,0,0,0,0
ENSMUSG00000083218,0,0,0,0,0,0
ENSMUSG00000081920,0,0,0,0,0,0
ENSMUSG00000110463,0,6,3,2,1,0
ENSMUSG00000087153,0,0,0,0,0,0
ENSMUSG00000110531,0,0,0,0,0,0
ENSMUSG00000096265,120,108,164,190,94,147
ENSMUSG00000110669,0,0,0,0,0,0
ENSMUSG00000038257,13,24,38,38,36,46
ENSMUSG00000033633,4,2,8,8,6,3
ENSMUSG00000110591,0,0,0,0,0,0
ENSMUSG00000110164,0,0,0,0,0,0
ENSMUSG00000109662,0,0,0,0,0,0
ENSMUSG00000110460,0,0,0,0,0,1
ENSMUSG00000110649,56,52,49,45,33,48
ENSMUSG00000118613,0,0,0,0,0,0
ENSMUSG00000110589,0,0,0,0,2,0
ENSMUSG00000094421,0,0,0,0,0,0
ENSMUSG00000110458,0,0,0,0,0,0
ENSMUSG00000031613,0,0,0,0,0,0
ENSMUSG00000096401,0,0,0,0,0,0
ENSMUSG00000110397,0,0,0,0,0,0
ENSMUSG00000110309,0,0,0,0,0,0
ENSMUSG00000110310,0,0,0,0,0,0
ENSMUSG00000077585,0,0,0,0,0,0
ENSMUSG00000074449,0,0,0,0,0,0
ENSMUSG00000110637,0,0,0,0,0,0
ENSMUSG00000095766,0,0,0,0,0,0
ENSMUSG00000095403,0,0,0,0,0,0
ENSMUSG00000110574,0,0,0,0,0,0
ENSMUSG00000033624,1425,1449,1471,1810,1489,1976
ENSMUSG00000084808,9,17,17,14,6,10
ENSMUSG00000095294,0,0,0,0,0,0
ENSMUSG00000110699,0,0,0,0,0,0
ENSMUSG00000096890,0,0,0,0,0,0
ENSMUSG00000094534,0,0,0,0,0,0
ENSMUSG00000093800,0,0,0,0,0,0
ENSMUSG00000074454,0,0,0,0,0,0
ENSMUSG00000082976,0,0,0,0,0,0
ENSMUSG00000071165,0,0,0,0,0,0
ENSMUSG00000038215,0,0,0,0,0,0
ENSMUSG00000079120,0,0,0,0,0,0
ENSMUSG00000074447,0,0,0,0,0,0
ENSMUSG00000118967,0,0,0,0,0,0
ENSMUSG00000074446,0,0,0,0,0,0
ENSMUSG00000061845,0,0,0,0,0,0
ENSMUSG00000087663,0,0,0,0,0,0
ENSMUSG00000094687,0,0,0,0,0,0
ENSMUSG00000085898,0,0,0,0,0,0
ENSMUSG00000061958,0,0,0,0,0,0
ENSMUSG00000119855,0,0,0,0,0,0
ENSMUSG00000085173,0,0,0,0,0,0
ENSMUSG00000038206,0,0,0,0,0,0
ENSMUSG00000110318,0,0,0,0,0,0
ENSMUSG00000083509,0,0,0,0,0,0
ENSMUSG00002075828,0,0,0,0,0,0
ENSMUSG00000109760,0,0,0,0,0,0
ENSMUSG00000110000,0,0,0,0,0,0
ENSMUSG00000110043,0,0,0,0,0,0
ENSMUSG00000074444,0,0,0,0,0,0
ENSMUSG00000074443,0,0,0,0,0,0
ENSMUSG00000119310,0,0,0,0,0,0
ENSMUSG00000074442,0,0,0,0,0,0
ENSMUSG00000079116,0,0,0,0,0,0
ENSMUSG00000094321,0,0,0,0,0,0
ENSMUSG00000095328,0,0,0,0,0,0
ENSMUSG00000080722,0,0,0,0,0,0
ENSMUSG00000082957,0,0,0,0,0,0
ENSMUSG00000074441,0,0,0,0,0,0
ENSMUSG00000094180,0,0,0,0,0,0
ENSMUSG00000074440,0,0,0,0,0,0
ENSMUSG00000074439,0,0,0,0,0,0
ENSMUSG00000083251,0,0,0,0,0,0
ENSMUSG00000082211,0,0,0,0,0,0
ENSMUSG00000003316,43,60,45,87,62,67
ENSMUSG00000074437,0,0,0,0,0,0
ENSMUSG00000119513,0,0,0,0,0,0
ENSMUSG00000084377,0,0,0,0,0,0
ENSMUSG00002075523,0,0,0,0,0,0
ENSMUSG00000082918,0,0,0,0,0,0
ENSMUSG00000096295,0,0,0,0,0,0
ENSMUSG00000094362,0,0,0,0,0,0
ENSMUSG00000094662,0,0,0,0,0,0
ENSMUSG00000084344,0,0,0,0,0,0
ENSMUSG00000074436,0,0,0,0,0,0
ENSMUSG00000083106,0,0,0,0,0,0
ENSMUSG00000079114,0,0,0,0,0,0
ENSMUSG00000110327,0,0,0,0,0,0
ENSMUSG00000119166,0,0,0,0,0,0
ENSMUSG00000081321,0,0,0,0,0,0
ENSMUSG00000038193,0,0,0,0,0,0
ENSMUSG00000095925,0,0,0,0,0,0
ENSMUSG00000033596,3921,4201,4216,5118,5065,4951
ENSMUSG00000095066,0,2,0,0,1,0
ENSMUSG00000094818,0,0,0,0,0,0
ENSMUSG00000075934,0,0,0,0,0,0
ENSMUSG00000065956,0,0,0,0,0,0
ENSMUSG00000083987,4,2,0,1,5,2
ENSMUSG00000074434,1,0,0,1,0,2
ENSMUSG00000084041,0,0,0,0,0,0
ENSMUSG00000079113,0,0,0,0,0,0
ENSMUSG00001118671,0,0,0,0,0,0
ENSMUSG00000082323,0,0,0,0,0,0
ENSMUSG00000060070,0,0,0,0,0,0
ENSMUSG00000084366,0,0,0,0,0,1
ENSMUSG00000060208,0,0,1,0,1,0
ENSMUSG00000063206,0,0,2,0,0,0
ENSMUSG00000082859,0,0,0,0,0,0
ENSMUSG00000095813,11,6,8,16,14,15
ENSMUSG00000012519,0,1,1,3,1,1
ENSMUSG00000058618,7,1,4,4,7,5
ENSMUSG00000119464,0,0,0,0,0,0
ENSMUSG00000081668,202,261,297,269,222,319
ENSMUSG00000110484,0,0,0,0,0,0
ENSMUSG00000096340,1,0,0,0,0,0
ENSMUSG00000064213,0,0,0,0,0,0
ENSMUSG00000084254,0,0,0,0,0,0
ENSMUSG00000044748,0,0,0,0,0,0
ENSMUSG00000082698,0,0,0,0,0,0
ENSMUSG00000058568,0,0,0,0,0,0
ENSMUSG00000033579,0,8,0,0,1,2
ENSMUSG00000077477,0,0,0,0,0,0
ENSMUSG00000006570,0,0,0,0,0,0
ENSMUSG00000044743,0,0,0,0,0,0
ENSMUSG00000047390,2,4,0,2,2,10
ENSMUSG00000045337,0,0,0,0,0,0
ENSMUSG00000110616,0,4,4,0,3,0
ENSMUSG00000048500,338,389,440,490,384,606
ENSMUSG00000110681,3,8,5,5,2,14
ENSMUSG00000058052,5,0,1,6,0,6
ENSMUSG00000044222,0,0,0,0,0,0
ENSMUSG00000079112,0,0,0,0,0,0
ENSMUSG00000017049,320,294,354,448,312,381
ENSMUSG00000109636,0,0,0,0,0,0
ENSMUSG00000110162,0,0,0,0,0,0
ENSMUSG00000006567,80,67,104,108,125,122
ENSMUSG00000096914,0,0,0,0,0,0
ENSMUSG00000109753,0,0,0,0,0,0
ENSMUSG00000109963,0,0,0,0,0,0
ENSMUSG00000090003,0,0,0,0,0,0
ENSMUSG00000110227,0,0,0,0,0,0
ENSMUSG00000109791,0,0,0,0,0,0
ENSMUSG00000085254,0,0,0,0,0,0
ENSMUSG00000049946,0,0,0,0,0,0
ENSMUSG00000109746,0,0,0,0,0,0
ENSMUSG00000110401,0,0,0,0,0,0
ENSMUSG00000110381,0,0,0,0,0,0
ENSMUSG00002075281,0,0,0,0,0,0
ENSMUSG00000063362,531,588,576,784,680,654
ENSMUSG00000110406,0,0,0,0,0,0
ENSMUSG00000065727,0,0,0,0,0,0
ENSMUSG00000109966,0,0,0,0,0,5
ENSMUSG00000070023,4,0,4,2,2,0
ENSMUSG00000057228,3,3,5,6,5,5
ENSMUSG00000109930,89,101,130,151,100,130
ENSMUSG00000031647,341,314,377,428,312,391
ENSMUSG00000109992,0,0,0,2,2,0
ENSMUSG00000109988,0,0,0,0,0,0
ENSMUSG00000109797,0,5,0,0,0,2
ENSMUSG00000088040,0,0,0,0,1,0
ENSMUSG00000110261,1,0,0,0,0,0
ENSMUSG00000037738,1690,2042,2184,2551,1975,2540
ENSMUSG00000031959,2,2,0,1,2,0
ENSMUSG00000098410,0,0,0,0,0,0
ENSMUSG00000038005,242,292,279,266,240,240
ENSMUSG00000031478,89,99,82,100,97,113
ENSMUSG00000037725,1873,1967,2075,2321,2255,2348
ENSMUSG00000031479,35,33,43,48,46,55
ENSMUSG00000031480,0,0,0,0,2,0
ENSMUSG00000090007,0,0,0,0,0,0
ENSMUSG00000033545,0,1,0,0,0,3
ENSMUSG00000031958,4,0,0,0,0,0
ENSMUSG00000055835,0,0,0,0,0,0
ENSMUSG00000031957,0,0,0,0,0,0
ENSMUSG00000099129,0,0,0,0,0,0
ENSMUSG00000031955,0,0,0,0,0,0
ENSMUSG00000031954,0,0,0,0,0,0
ENSMUSG00000031953,0,0,0,0,0,0
ENSMUSG00002075786,0,0,0,0,0,0
ENSMUSG00000031481,107,111,117,107,113,140
ENSMUSG00000031952,0,0,0,0,0,0
ENSMUSG00000031951,0,0,0,0,0,0
ENSMUSG00000031482,6,5,1,2,4,1
ENSMUSG00000099825,0,0,0,0,0,0
ENSMUSG00000110193,0,0,1,0,0,0
ENSMUSG00000031950,0,0,0,0,0,0
ENSMUSG00000048617,0,2,8,0,2,1
ENSMUSG00000109938,0,0,0,0,0,0
ENSMUSG00000110129,0,0,0,0,0,0
ENSMUSG00000031533,194,204,227,290,234,262
ENSMUSG00000031534,0,0,0,0,0,0
ENSMUSG00000031949,0,0,0,0,0,0
ENSMUSG00000037656,4,9,3,4,5,15
