Geneid,control cells_1,control cells_2,control cells_3,LPS cells_1,LPS cells_2,LPS cells_3,IL-10 cells_1,IL-10 cells_2,IL-10 cells_3,TGFB cells_1,TGFB cells_2,TGFB cells_3
mmu-mir-6393,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7118,0,0,0,0,1,0,0,1,0,1,0,0
mmu-mir-6958,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-6959,2,1,0,0,0,0,2,0,1,0,3,0
mmu-mir-7648,2,1,0,1,0,0,3,1,0,0,0,1
mmu-mir-1291,136,266,161,122,161,120,161,175,181,203,162,256
mmu-mir-6960,0,1,0,0,2,0,6,0,1,1,0,1
mmu-mir-6961,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6962,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1941,0,0,0,0,0,0,0,2,0,0,0,0
mmu-mir-688,1,4,6,1,6,7,1,0,3,4,2,3
mmu-mir-196a-2,1,7,1,2,2,3,5,3,2,4,4,5
mmu-mir-615,6,6,7,1,1,2,2,4,4,7,6,6
mmu-mir-148b,18,19,20,10,11,9,17,5,27,13,6,15
mmu-mir-6963,0,0,0,0,0,0,0,0,0,0,1,0
mmu-mir-6364,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1945,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-193b,0,2,2,0,0,0,0,0,0,0,1,0
mmu-mir-365-1,41,66,53,12,15,16,32,19,52,19,35,24
mmu-mir-6365,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-484,105,122,75,39,27,29,71,49,118,80,100,90
mmu-mir-130b,589,737,585,244,202,233,582,538,537,438,544,512
mmu-mir-301b,37,45,43,16,12,25,38,48,27,30,42,31
mmu-mir-6366,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1306,41,47,39,6,16,22,29,25,33,38,22,31
mmu-mir-3618,0,0,0,0,3,3,0,1,0,2,0,0
mmu-mir-185,129,143,117,54,33,44,140,103,122,137,140,156
mmu-mir-1224,0,0,1,0,1,0,0,1,2,0,0,0
mmu-mir-7680,0,0,0,0,0,0,0,0,0,0,1,0
mmu-mir-8095,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6362,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-28a,103,158,102,70,47,71,149,149,147,62,83,81
mmu-mir-690,20,51,28,31,15,11,38,36,40,26,37,49
mmu-mir-1946a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1947,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6540,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-568,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3470b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3081,0,0,0,0,0,0,0,0,1,0,0,0
mmu-mir-6363,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5118,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-691,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-99a,0,2,2,0,1,0,0,0,1,1,0,0
mmu-let-7c-1,10950,15950,11153,6506,5235,5838,13936,14849,14954,11090,13168,11485
mmu-mir-125b-2,14,22,17,4,5,3,12,10,15,4,9,5
mmu-mir-155,7,8,9,79,60,57,10,9,18,3,8,4
mmu-mir-6367,0,0,0,0,0,1,0,2,0,0,0,0
mmu-mir-802,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6964,0,0,1,0,0,0,0,0,0,0,0,1
mmu-mir-692-1,487,821,384,463,305,313,571,474,337,522,354,637
mmu-mir-99b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-let-7e,6534,9329,6842,4519,3431,3950,9176,9885,9843,6615,8036,6954
mmu-mir-125a,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-5125,1,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5134,0,0,1,2,0,2,0,0,0,2,1,0
mmu-mir-6965,0,0,2,0,2,0,0,1,0,0,0,0
mmu-mir-3547,0,0,0,0,0,1,0,0,0,0,0,0
mmu-mir-6966,0,0,0,0,0,0,0,0,0,0,0,1
mmu-mir-3082,1,1,0,0,0,1,0,0,2,0,0,0
mmu-mir-6967-1,0,3,0,1,0,0,0,0,1,1,3,1
mmu-mir-6968,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3083,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-7677,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7214,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7216,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7217,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7218,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6969,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7667,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6967-2,0,3,0,1,0,0,0,0,1,1,3,1
mmu-mir-219a-1,2,2,5,4,3,1,0,0,2,0,2,1
mmu-mir-219c,0,1,1,0,0,0,0,0,0,0,0,0
mmu-mir-6971,3,0,0,0,0,0,3,0,0,0,0,0
mmu-mir-6970,1,0,1,0,0,0,0,0,0,0,1,0
mmu-mir-6972,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6973a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6974,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6975,1,0,0,1,0,0,1,0,2,2,1,1
mmu-mir-8094,1,0,1,0,0,0,0,1,0,0,2,1
mmu-mir-1894,0,0,0,0,0,1,0,0,0,1,1,0
mmu-mir-877,152,174,132,72,62,62,171,169,168,102,109,109
mmu-mir-693,0,0,0,0,0,0,0,1,0,0,0,0
mmu-mir-6976,0,2,0,0,1,1,0,2,1,1,0,0
mmu-mir-7b,90,78,70,159,86,128,132,67,93,38,57,70
mmu-mir-6977,0,0,0,0,0,1,1,0,0,0,0,0
mmu-mir-6978,0,0,0,0,0,1,1,0,0,0,0,0
mmu-mir-6420,0,0,0,0,1,0,0,0,0,0,0,0
mmu-mir-5709,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1195,0,0,0,2,1,1,1,0,0,0,0,0
mmu-mir-1893,2,2,0,3,0,0,1,0,2,2,0,1
mmu-mir-133a-1,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1b,2,5,1,1,0,0,0,0,1,1,0,0
mmu-mir-1a-2,0,1,0,0,1,0,0,1,2,1,0,0
mmu-mir-1901,0,2,0,0,1,0,0,0,0,0,0,0
mmu-mir-1948,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6360,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-187,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6361,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1949,1258,3228,1505,1978,1448,2101,1918,2263,2253,2426,1797,1809
mmu-mir-6979,0,0,0,0,1,0,0,0,0,0,2,0
mmu-mir-6981,2,3,0,0,1,0,1,0,1,1,1,0
mmu-mir-6980,0,0,1,0,0,1,1,0,0,0,0,0
mmu-mir-1258,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6355,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5107,2,5,3,2,1,1,2,3,2,0,2,0
mmu-mir-7220,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6982,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6983,0,0,0,0,0,0,1,0,0,1,0,0
mmu-mir-378a,391,441,338,182,192,163,431,262,356,318,340,403
mmu-mir-145a,0,0,0,0,2,0,0,0,0,0,0,0
mmu-mir-143,0,1,0,1,3,0,0,0,0,0,0,1
mmu-mir-122,1,0,0,0,2,0,0,0,0,0,0,1
mmu-mir-694,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7219,1,1,2,2,0,0,2,0,0,0,0,0
mmu-mir-6356,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-145b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6357,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6358,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5127,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5112,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-6359,0,0,1,0,1,0,0,0,0,0,0,0
mmu-mir-6984,0,2,2,1,0,0,0,1,1,0,2,3
mmu-mir-6985,0,1,0,0,0,0,2,1,2,2,4,1
mmu-mir-6986,0,2,0,0,1,0,2,0,0,0,0,0
mmu-mir-6987,1,0,0,0,0,1,0,1,0,0,1,0
mmu-mir-6988,0,2,0,0,0,0,0,1,2,0,1,0
mmu-mir-194-2,11,7,3,2,3,6,1,2,4,6,2,6
mmu-mir-192,6,7,6,8,4,2,4,4,6,1,6,4
mmu-mir-6989,0,1,0,0,0,1,0,0,0,0,2,0
mmu-mir-5046,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6990,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6991,0,1,0,0,0,0,0,0,0,0,1,0
mmu-mir-6992,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5136,138,269,155,92,93,94,132,134,136,147,102,105
mmu-mir-6993,0,0,0,0,3,0,0,0,1,1,0,1
mmu-mir-6994,0,0,3,2,1,0,3,0,0,1,0,0
mmu-mir-496b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-204,0,0,0,1,0,0,0,0,0,0,0,0
mmu-mir-1192,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3084-1,850,1417,909,820,774,780,1007,918,1257,984,1016,813
mmu-mir-101b,41,45,26,27,13,32,31,59,45,27,42,36
mmu-mir-3970,3,1,6,4,0,6,7,2,2,1,7,3
mmu-mir-107,102,88,81,42,32,24,84,54,63,45,69,73
mmu-mir-1950,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-8092,1,0,0,2,0,0,1,0,1,1,0,0
mmu-mir-8091,5,0,0,0,0,2,0,0,0,0,0,0
mmu-mir-3085,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5114,12,14,17,7,6,4,9,17,18,9,12,19
mmu-mir-6405,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-146b,286,384,291,4096,2789,3510,453,402,554,270,403,315
mmu-mir-6995,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-8090,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6407,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6715,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5623,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3086,2,0,1,0,0,1,0,0,0,0,0,0
mmu-mir-3084-2,848,1419,910,821,776,779,1002,919,1259,983,1016,816
mmu-mir-466m,11,17,14,11,0,5,16,8,15,11,14,20
mmu-mir-466f-1,15,6,7,0,6,4,7,5,1,2,2,4
mmu-mir-669f,122,114,87,33,35,31,86,70,77,72,67,94
mmu-mir-669e,9,5,6,9,4,3,6,8,17,4,13,14
mmu-mir-669b,21,18,26,10,10,12,18,16,23,17,15,12
mmu-mir-669d,19,27,23,18,15,29,33,33,37,20,33,37
mmu-mir-466f-2,27,13,16,8,9,11,23,12,13,22,11,24
mmu-mir-669l,113,146,99,114,57,85,131,158,169,102,145,136
mmu-mir-669d-2,24,24,21,19,16,28,35,36,38,17,32,34
mmu-mir-466f-3,29,24,17,21,26,25,33,24,19,26,17,30
mmu-mir-297a-2,28,35,35,18,14,15,34,21,28,21,35,33
mmu-mir-466o,32,29,16,16,8,11,17,25,23,18,23,34
mmu-mir-467c,51,71,42,41,23,31,63,50,46,51,56,58
mmu-mir-466b-1,317,311,261,199,169,138,340,236,297,221,238,302
mmu-mir-669a-3,89,103,82,52,39,59,100,80,99,63,95,94
mmu-mir-669k,2,2,0,3,2,3,5,2,0,1,1,3
mmu-mir-467a-1,189,232,193,73,72,84,277,186,244,183,235,218
mmu-mir-466b-8,361,328,260,195,163,161,343,244,278,258,242,311
mmu-mir-669a-1,298,274,230,105,103,96,249,192,245,211,222,305
mmu-mir-669g,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-669j,5,7,4,6,0,3,0,1,1,2,2,0
mmu-mir-467a-2,187,238,184,89,59,81,242,172,244,168,231,202
mmu-mir-466e,377,311,261,198,131,167,361,254,287,236,218,305
mmu-mir-669a-4,326,273,232,109,105,122,221,178,249,228,205,324
mmu-mir-467b,81,108,54,40,23,41,114,78,93,55,83,79
mmu-mir-466c-1,539,488,466,223,186,195,502,331,363,321,319,435
mmu-mir-669a-5,345,267,208,119,98,129,248,187,270,210,218,287
mmu-mir-467a-3,210,254,179,87,65,83,266,153,226,173,220,216
mmu-mir-466c-2,517,513,450,202,195,182,475,318,342,319,316,446
mmu-mir-669a-6,332,285,228,108,103,121,239,189,262,224,216,330
mmu-mir-467a-4,224,248,214,88,62,71,245,172,237,160,236,224
mmu-mir-466b-4,319,318,219,187,123,153,328,238,264,218,246,301
mmu-mir-669a-7,317,301,224,104,104,111,263,167,245,177,224,287
mmu-mir-467a-5,213,243,188,90,56,95,263,155,210,170,217,207
mmu-mir-466b-5,333,277,260,218,143,161,329,226,270,234,228,329
mmu-mir-669p-1,94,96,71,71,50,68,92,98,106,79,108,98
mmu-mir-467a-6,196,240,210,98,55,99,253,161,273,158,222,218
mmu-mir-466c-3,542,495,446,219,191,203,467,332,364,330,312,447
mmu-mir-669a-8,292,291,236,122,113,117,252,189,265,214,212,274
mmu-mir-467a-7,202,253,191,100,55,87,235,167,232,154,243,205
mmu-mir-466b-6,315,278,234,175,147,131,352,218,287,231,233,335
mmu-mir-669a-9,340,284,246,120,102,109,247,181,251,203,209,289
mmu-mir-467a-8,214,239,195,90,46,92,267,167,238,149,210,200
mmu-mir-466b-7,344,296,264,179,170,150,361,233,257,230,230,320
mmu-mir-669p-2,94,119,96,81,43,69,97,101,131,83,111,90
mmu-mir-467a-9,192,252,194,88,66,87,242,178,244,165,201,201
mmu-mir-466b-2,325,314,255,175,143,161,335,237,294,219,241,292
mmu-mir-669a-10,307,305,225,105,93,115,203,186,240,214,220,314
mmu-mir-669a-11,338,287,221,105,108,119,237,187,265,234,205,293
mmu-mir-467a-10,193,243,191,98,63,94,235,179,229,142,226,197
mmu-mir-466b-3,286,247,212,164,114,139,298,175,226,170,181,232
mmu-mir-669a-12,356,287,208,131,116,119,217,181,266,207,217,297
mmu-mir-467e,113,130,120,79,63,91,138,125,123,112,146,134
mmu-mir-466p,309,292,272,177,131,143,339,226,258,223,216,314
mmu-mir-467d,175,210,150,73,63,70,193,140,159,139,187,198
mmu-mir-466a,275,289,252,181,149,150,332,213,267,236,233,293
mmu-mir-297c,164,221,174,66,44,74,190,139,205,146,168,188
mmu-mir-669c,1086,1447,1015,638,439,559,1248,1333,1286,969,1091,1109
mmu-mir-669a-2,341,270,231,105,111,131,247,205,254,210,192,314
mmu-mir-297b,178,193,179,71,61,80,188,158,188,155,198,173
mmu-mir-466d,233,213,221,122,92,99,220,139,162,156,171,213
mmu-mir-669m-1,36,44,28,21,8,18,33,19,31,26,27,42
mmu-mir-669m-2,35,48,26,19,7,19,31,22,31,29,29,40
mmu-mir-466n,60,57,67,18,13,11,49,44,40,32,38,29
mmu-mir-669o,323,311,227,129,104,126,226,211,261,232,222,315
mmu-mir-466g,15,19,14,8,12,8,18,19,20,18,13,13
mmu-mir-466h,43,28,22,18,16,22,27,18,20,28,33,37
mmu-mir-297a-3,184,208,169,79,52,78,192,137,196,157,184,174
mmu-mir-466l,1,2,0,0,0,1,3,0,0,3,1,0
mmu-mir-297a-4,173,208,180,64,55,85,208,142,197,154,180,172
mmu-mir-669i,4,4,1,2,4,3,2,1,1,3,1,0
mmu-mir-669h,9,27,11,7,3,13,19,14,6,9,9,13
mmu-mir-511,21,41,19,1,4,6,47,43,44,11,15,11
mmu-mir-6419,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7655,0,1,0,2,0,0,2,0,0,0,0,0
mmu-mir-3967,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7664,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3087,0,0,0,0,0,0,0,0,0,1,0,0
mmu-mir-6996,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-126a,19,76,35,23,18,24,28,40,38,47,49,43
mmu-mir-126b,0,0,0,0,0,0,0,0,0,0,0,1
mmu-mir-7578,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3088,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-133c,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-219a-2,0,1,3,0,0,0,0,0,1,0,1,0
mmu-mir-219b,0,0,3,0,0,0,0,0,2,0,0,0
mmu-mir-6997,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3089,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6998,0,0,0,0,0,0,0,0,0,2,1,0
mmu-mir-7674,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3154,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-199b,48,85,56,35,21,19,92,81,86,44,90,63
mmu-mir-1954,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-8093,0,0,0,0,0,0,1,0,0,0,0,0
mmu-mir-2861,0,0,0,0,0,2,0,0,0,0,0,0
mmu-mir-3960,0,0,1,1,2,0,0,0,1,0,3,1
mmu-mir-5128,1,5,2,0,1,3,1,1,0,4,1,2
mmu-mir-181a-2,17,24,37,2,5,6,21,19,34,34,23,43
mmu-mir-181b-2,7,1,2,2,2,5,4,5,5,8,4,6
mmu-mir-6336,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5129,2,0,2,1,0,2,1,1,0,1,1,2
mmu-mir-195b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6337,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7224,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6335,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-10b,0,1,0,0,0,0,2,0,0,1,0,0
mmu-mir-684-1,1,1,1,0,5,2,5,0,2,2,0,4
mmu-mir-130a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6999,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1955,4,1,1,3,1,0,1,0,0,0,2,0
mmu-mir-7000,0,0,0,0,0,0,1,1,0,2,0,0
mmu-mir-7221,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7222,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7001,0,1,0,0,0,0,2,1,0,0,0,0
mmu-mir-129-2,1,2,1,0,1,0,2,3,2,1,2,2
mmu-mir-129b,1,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-670,2,0,1,0,1,0,0,0,1,0,0,0
mmu-mir-1902,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7002,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1951,0,1,0,0,2,0,0,0,0,0,0,0
mmu-mir-674,1051,1369,1065,575,513,466,1280,1201,1417,790,851,866
mmu-mir-7665,0,0,0,0,1,0,0,0,0,0,0,0
mmu-mir-147,1,0,1,1,1,4,2,0,0,1,0,0
mmu-mir-3473g,0,0,0,0,0,0,0,0,0,0,1,0
mmu-mir-6339,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6973b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-103-2,123,123,106,52,37,27,103,76,80,56,88,85
mmu-mir-3090,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1952,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1953,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5622,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-695,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-499,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7685,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3474,1,4,8,1,1,2,5,4,1,1,8,6
mmu-mir-7003,0,3,1,0,0,0,0,5,0,0,1,0
mmu-mir-7678,3,2,3,11,5,6,2,3,3,1,0,0
mmu-mir-7004,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6340,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-296,0,0,0,0,0,0,0,0,0,0,0,1
mmu-mir-298,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7005,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3091,0,2,0,4,2,3,0,3,2,0,0,9
mmu-mir-1a-1,0,1,0,0,2,0,0,1,2,1,0,0
mmu-mir-133a-2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-124-3,0,0,1,3,2,2,0,0,0,0,0,1
mmu-mir-7006,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-124-2,0,0,1,3,1,0,0,0,0,0,0,1
mmu-mir-7007,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3092,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-466q,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-551b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-21b,0,0,0,0,1,0,0,3,0,0,0,0
mmu-mir-7008,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1897,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6378,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7009,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6379,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6377,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-8120,0,1,0,0,1,0,0,1,0,1,0,0
mmu-mir-15b,123,151,130,87,62,107,142,94,151,100,115,103
mmu-mir-16-2,159,174,151,116,86,108,201,132,213,147,206,170
mmu-mir-7010,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-466k,0,1,0,0,0,0,0,0,1,0,0,0
mmu-mir-3093,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-9-1,0,0,3,0,0,0,0,0,0,1,0,0
mmu-mir-7011,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1905,0,0,0,0,0,0,1,0,0,0,0,0
mmu-mir-92b,94,115,68,61,48,51,53,36,70,47,69,92
mmu-mir-7669,6,8,7,3,6,9,7,5,6,2,3,13
mmu-mir-190b,2,4,1,3,4,0,0,3,2,7,4,4
mmu-mir-7012,2,7,2,0,0,1,5,1,1,1,2,4
mmu-mir-7013,0,0,0,0,1,2,2,0,1,3,3,0
mmu-mir-8099-1,0,0,0,0,0,0,0,0,0,0,1,0
mmu-mir-7014,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7225,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6481,0,0,0,12,6,4,0,0,0,0,0,4
mmu-mir-669n,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-137,0,0,0,1,1,0,0,0,0,0,0,0
mmu-mir-760,8,1,1,0,0,0,0,0,3,2,1,1
mmu-mir-7657,0,0,0,0,0,0,0,0,0,1,0,0
mmu-mir-302b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-302c,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-302a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-302d,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-367,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1895,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6380,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1956,0,5,3,1,0,5,1,1,1,3,0,3
mmu-let-7j,444,603,427,289,224,255,600,550,546,651,788,707
mmu-mir-6381,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3963,46,51,36,29,20,17,55,41,48,24,29,23
mmu-mir-186,41,50,30,28,23,30,53,37,61,34,58,44
mmu-mir-3471-2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3471-1,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-684-2,0,0,0,0,0,1,0,0,0,0,1,0
mmu-mir-6400,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-8118,0,0,0,0,0,0,0,0,0,1,0,1
mmu-mir-876,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-873a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-873b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-207,0,0,2,3,3,2,1,0,0,0,0,0
mmu-mir-5123,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3094,0,0,3,0,0,1,1,1,0,1,0,1
mmu-mir-5106,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-5120,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1958,0,0,0,1,0,0,0,0,0,0,0,0
mmu-mir-32,17,10,9,22,8,20,13,14,10,12,18,24
mmu-mir-3095,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-455,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-491,1,2,2,1,1,2,4,4,0,1,0,1
mmu-mir-31,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6402,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-872,35,51,38,27,18,27,41,40,53,49,58,62
mmu-mir-101a,67,90,54,31,20,36,76,108,82,53,78,55
mmu-mir-6397,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-761,0,0,0,0,0,0,0,0,0,0,0,1
mmu-mir-7226,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1957a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-30c-1,60,69,54,29,41,26,38,26,85,51,56,45
mmu-mir-30f,0,0,2,0,0,0,0,0,0,0,0,0
mmu-mir-30e,199,279,207,147,112,140,223,221,238,190,242,229
mmu-mir-7015,0,0,1,0,0,0,1,0,0,0,0,0
mmu-mir-6398,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-697,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-698,0,0,0,0,0,0,0,0,0,1,0,0
mmu-mir-692-2,572,1076,527,575,325,409,665,530,479,786,495,774
mmu-mir-7119,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-8119,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7016,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-7017,0,0,0,0,0,0,0,1,0,0,0,0
mmu-mir-5122,0,4,1,3,2,4,0,1,1,1,2,1
mmu-mir-7227,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6403,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-700,129,159,124,22,22,19,90,75,108,140,168,146
mmu-mir-7018,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6399,0,0,0,0,1,0,0,0,0,0,0,0
mmu-mir-7019,0,0,0,0,0,0,0,0,0,1,0,0
mmu-mir-7020,0,0,0,1,0,2,0,0,0,0,0,0
mmu-mir-2139,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7021,1,0,3,0,2,0,0,0,1,1,0,0
mmu-mir-7022,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5616,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7023,0,2,0,0,0,0,0,2,1,0,0,0
mmu-mir-34a,98,77,68,43,51,46,65,53,64,91,100,113
mmu-mir-429,0,0,0,0,0,0,0,0,0,0,3,0
