"","Norm_BV2_control_1_cell","Norm_BV2_TGFB_1_cell","Norm_BV2_IL10_1_cell","Norm_BV2_LPS_1_cell","Norm_BV2_control_2_cell","Norm_BV2_TGFB_2_cell","Norm_BV2_IL10_2_cell","Norm_BV2_LPS_2_cell","Norm_BV2_control_3_cell","Norm_BV2_TGFB_3_cell","Norm_BV2_IL10_3_cell","Norm_BV2_LPS_3_cell","Norm_BV2_control_4_cell","Norm_BV2_TGFB_4_cell","Norm_BV2_IL10_4_cell","Norm_BV2_LPS_4_cell"
"Coro1a",19.71058655,19.9293232,18.88024139,19.42285538,19.30927086,15.27881241,18.49327278,19.32326698,20.35232544,17.43831825,19.38813782,17.3905983,19.77169228,17.77087402,18.12636566,19.53543854
"Rbm3",13.79006386,18.06799316,18.78642845,18.47229195,13.73051929,14.3036375,18.97644424,15.96301746,18.53141975,17.36528206,14.62559605,16.36380196,19.98714828,14.56787014,14.96097183,15.91389942
"Hprt1;Hprt",13.97334099,19.18494415,18.79879379,19.11298752,13.24952888,14.62139702,17.45219803,18.95656013,18.768713,16.57536888,17.86274529,16.82330704,18.31714439,17.08333778,18.91724777,16.30910301
"H2-K1",15.37385273,15.33079433,18.78860474,18.41080666,16.98184967,14.3845129,13.96777439,17.90985107,16.25551987,15.51474857,15.18192387,16.64987183,18.63809013,14.24318027,14.95186996,18.98730087
"Saa3",15.32073879,16.42191505,18.99379539,17.28890228,13.08226776,18.64274788,18.63026619,14.50330448,17.32273293,16.95072556,14.69279575,19.83762741,14.41348648,13.46148872,18.86987495,21.7776413
"Aldoc",15.52547455,19.12929916,18.69874191,20.03514671,12.53681564,14.85949898,17.62626076,18.36070633,19.45896149,15.13972378,17.78031349,15.60494614,14.47502136,13.62153053,15.17049026,14.92719078
"Aldoa",20.43070602,23.78916168,23.10813522,23.7742939,19.17245102,21.74482346,22.60951805,23.14933014,23.82209969,20.15229988,22.3303299,21.17862701,22.60734367,21.49033546,22.70371819,21.87493134
"Got1",14.05865097,18.84523964,18.06186867,20.46534538,11.75246239,15.46959496,15.78007412,18.65272903,19.23720169,15.31595135,15.8265686,15.3081789,14.91890526,14.41477489,16.56175232,15.92395496
"Tuba1b",21.90711212,20.54428482,21.73074341,21.07268906,20.67495346,18.26461601,18.45667648,20.21740341,20.89673233,17.64314842,19.99285698,18.86151886,20.43353844,18.10724258,19.23788834,20.15498924
"Ptprc",18.26877594,16.03191757,20.16747284,17.78905869,17.24189377,18.63931656,19.22494316,20.40383148,16.11652565,15.62652969,14.83215332,18.92523193,20.69789505,14.47659492,17.41986656,20.47515678
"Plau",13.91570187,18.49450493,19.87127686,18.001791,12.25043201,20.77334595,19.82476997,19.84441376,17.56293678,18.32400703,15.28362083,13.12320518,14.88394928,18.20245743,20.43128395,19.18104172
"Anxa2",15.73435307,20.33777428,19.58878136,20.34945679,14.68360806,16.17466927,19.34649658,20.40742683,20.54971886,17.24911308,18.96750641,18.47641373,21.20888329,17.71765518,18.99904633,20.19493294
"Hsp90aa1",20.8357048,21.54100227,21.09860611,21.42526627,20.6606617,19.61223984,20.19771957,20.98725319,21.64240837,18.872612,20.25581551,19.69556046,20.75324631,19.01832581,20.58917618,21.20863152
"Aprt",16.44319916,16.7208252,16.82428741,18.12351608,18.42220688,14.86443806,14.90407944,16.90381622,18.00627136,13.78252888,17.16052437,16.09255981,15.64060593,14.30694771,15.14375687,15.40858269
"Hsp90b1",17.94907951,21.63219833,19.82203102,21.82390022,17.00081444,17.77868652,18.62961006,20.05700684,21.74007797,17.43272209,20.26917839,17.42537689,16.50566292,17.08098602,19.75752068,16.94901848
"Apoe",22.62252045,20.29798317,20.46614838,20.07778358,22.22101402,22.17347527,20.33797073,20.53693581,19.58298302,20.90964127,20.10939789,19.29384613,21.87700844,20.96119118,20.63122177,21.48257446
"Mdh2",15.57131195,20.3099308,19.94013023,20.55533028,13.14833832,14.53155804,17.81119156,18.86274147,19.93816948,16.06399536,18.5252018,16.30159187,14.04660797,15.64548969,17.66543198,15.28288174
"Gnai2",20.0045929,19.11823082,21.08735847,19.03675461,17.80980301,19.97376823,20.17532539,20.06898499,18.84007454,18.58796501,17.35531235,19.60465622,21.55144119,18.83385658,20.02976036,20.96764946
"Itgb1",17.86084175,19.97106743,22.26840591,15.32869625,19.47861481,19.44467926,18.61731148,19.04393005,16.984869,21.84867287,14.22735596,17.56544876,21.1347332,16.37560272,15.24101257,20.12075996
"P4hb",15.52627373,21.2424736,19.54819489,21.18233299,11.68637276,15.46040249,17.89727211,19.82924843,21.0554142,17.80421829,19.89221573,17.21549416,17.62611198,17.76149559,19.78055954,14.97800541
"Ncl",18.22828484,21.42324448,18.93007278,21.84681892,18.02928734,17.41433716,18.55204391,20.10578346,21.69419289,16.50471687,19.51216698,14.97700214,16.87996674,17.62552452,19.94449043,15.01504803
"Pgk1",21.18482018,22.70201874,22.16287422,22.49699593,20.65999603,20.65433502,21.24667549,22.17889786,22.7603035,19.17840767,21.40817833,20.36465073,21.87539101,20.87854576,22.13414001,22.21194267
"H2afv;H2afz",19.44353294,18.18011665,17.77505302,18.41344261,17.62584496,15.1208725,17.13007355,16.02139473,17.40979958,14.77284241,15.096241,15.30010509,15.93745613,13.29691887,15.11515617,14.4495945
"Calm1;Calml3",18.34750748,21.27806854,23.1936245,21.26341057,18.09367943,19.23127747,20.7281456,21.46198463,21.17508125,18.24626541,19.800951,20.27795029,21.62283897,19.40582275,21.12475586,20.9804554
"Eef1a1",22.35606003,22.81898499,22.59653473,22.67740059,21.91730881,22.07896233,21.83040047,22.93539429,22.9091835,20.93485641,22.34864998,21.25164604,23.41958046,21.4203701,22.8993969,22.29564667
"Ctsb",17.67006302,20.94235611,19.21734428,20.31024933,16.79003334,18.82411766,19.00068092,19.92773247,20.38477707,17.69805908,18.77243996,18.47919846,18.81401253,18.46207047,19.58153534,19.80866623
"Txn",21.72970772,25.19989777,23.66710281,22.36353683,18.91035652,15.30658913,22.02963066,20.01015472,20.55775452,13.04883575,21.74901199,17.71375656,15.13167667,21.75854301,21.86060905,15.05000687
"Gstm1",16.25895309,19.24008751,16.81009483,20.71313477,14.66443634,15.49607849,15.54671955,19.18542671,20.79873466,14.59812832,18.31528091,17.7845993,16.05607796,14.64457893,16.42227745,17.44386101
"Slc3a2",17.2543335,17.78186417,19.45376015,17.75334549,17.55561447,19.20265579,18.87250137,20.14346123,18.12434959,18.17503738,14.15784073,19.68419266,20.39734077,19.00014305,20.18840027,20.56168938
"Lpl",19.23748779,15.31427097,17.52873039,18.45999146,22.61568642,18.63725471,17.86873627,18.28265762,17.94891548,16.72917938,17.33836555,16.56478119,19.57973671,16.86979294,17.15390015,18.87193489
"Hsp90ab1",22.19840622,22.69985008,22.28612328,22.90811729,22.26150894,21.7240696,21.73465538,22.19157791,23.03083229,20.83500862,22.43424988,21.46077347,22.74962807,21.21026802,22.17665672,23.26987076
"Itgb2",18.29658508,17.27977753,18.88484383,17.07502937,17.22566795,19.59769058,18.42923164,19.65484619,17.47143364,17.82964897,14.6677475,17.74040794,19.99572372,17.57863808,15.71217632,18.72953415
"Tcp1",20.28112602,18.30545235,16.31216621,19.78178024,20.78661919,17.7621479,16.16866875,17.6554184,18.562603,14.06874275,18.29903793,16.3581295,18.62494659,18.58002663,16.43502808,17.47275352
"Cox5a",17.56803894,18.71679878,19.3408699,19.05988121,12.06046104,15.52289677,18.05427551,18.35765457,20.03444099,17.41054344,15.51283836,16.82159996,15.55827999,13.14791679,15.25406742,15.51414299
"Rpl7a",19.12173653,20.30074883,14.18239784,20.72498131,19.23950386,16.69249535,14.63639069,19.71805763,19.96431732,17.09971046,19.31960487,17.10165596,19.14273262,13.84630871,19.51283073,15.35024738
"Rpl27a",18.83261108,20.25774002,17.44834328,20.09868622,18.61907959,14.21628094,18.16871643,19.14082527,19.9129982,16.42448044,18.31288719,16.64355659,19.65663147,17.25709534,19.03488922,17.69367599
"Rps16",20.74325562,20.61351395,18.71412659,20.61961365,19.7743454,13.64934635,18.44770432,19.73236275,20.42519379,17.77763748,19.43037415,18.50382423,20.30857086,18.0990448,19.68685341,19.84384918
"Rpl7",18.74692726,19.28255272,17.51963997,19.63484192,19.09819603,14.44867992,16.88564682,17.76270676,19.52907944,16.22157097,18.09295845,16.46081161,18.76861572,13.74359417,18.3515625,17.6975174
"Mdh1",16.81778717,19.72641182,19.74594879,21.0974865,16.6052227,17.370121,18.16477013,18.72613907,20.25517464,17.07890129,18.04269409,17.10209274,18.79131317,17.88210106,19.19407654,14.37239647
"Calr",20.25524902,23.34255981,21.80576324,23.21635056,18.6477375,19.51556206,21.10554123,22.12072372,23.32108307,19.18836594,21.23602486,18.50574875,18.39605904,20.64698219,21.47799492,18.3499527
"Anxa6",15.87611866,16.87813759,17.16607857,18.21898079,14.50561619,14.67897224,17.05118752,16.05875015,17.71086311,13.00572968,14.98777008,15.13595104,18.09715652,13.91586971,14.68618011,16.2199688
"Rplp0",20.44584274,20.4921093,18.49468422,20.90149689,20.83003616,16.68416405,17.66938591,17.05835915,20.93894005,16.22238731,18.6626339,17.44839859,17.1554718,17.09417343,19.17456627,18.17983055
"Hmox1",13.49905682,17.31762505,15.76097298,18.93472862,13.57049179,14.53917408,15.36640739,17.1266098,17.88286018,12.9883337,15.25458145,14.1981678,14.29419613,13.23726559,16.54641342,15.40911961
"Hist1h1c",18.20434952,19.94048119,17.56076622,20.60993767,17.02118874,14.75640869,16.9268837,15.05666828,19.81557655,15.11974144,17.83640671,15.79396057,14.32387447,17.23015404,18.46733856,15.33179569
"Lgals1",18.1252346,20.7491188,19.2773056,20.7246151,16.48156929,15.96753311,17.94662476,19.67983055,20.17559624,16.61389351,19.08920479,16.48361397,18.34061432,18.10809708,19.75948524,16.02888489
"Lgals3",14.62748337,20.22732353,18.35871506,20.02104759,15.47046471,14.93215466,17.2891407,14.92577839,18.38013077,15.72036362,13.84190464,16.48681068,16.07581711,15.04010868,14.3181324,16.2300148
"Eno1",22.87021255,23.91409683,23.35553932,24.1971283,22.61005592,22.70562172,23.16292381,23.61332321,24.23651505,21.22558784,23.03160477,21.93643761,23.44254112,22.09574318,23.63518524,23.06720924
"Ptbp1",12.99715614,18.09465218,17.01831055,19.4407196,14.23683548,14.16645145,17.03669167,17.43144226,19.29668427,14.07858658,17.15138626,15.18037224,14.32958984,13.03598213,14.92647362,15.27382946
"Gba",17.28430176,16.54065704,14.58135128,17.79826736,17.68647575,13.58890533,14.47859383,16.61572266,17.87888336,17.00159264,14.73934555,16.80394745,18.46546364,14.44016171,14.33667374,20.05925369
"Ppia",21.08796501,22.96491051,22.71144295,22.98606682,20.04020309,20.96741295,21.82295227,22.25579262,23.20364189,19.55764008,21.50958061,19.78832436,22.11957741,21.34552383,22.07153702,21.86265945
"Tpi1",19.06702614,22.1373024,22.17077255,22.18016624,19.29990959,18.07012939,20.07248497,21.57283974,21.81943321,18.53627968,19.95313644,18.91243553,20.46813011,16.89945412,20.73994827,20.66699219
"Pcna",19.7038002,20.27780151,18.23470688,20.46775246,20.19247437,18.43445969,17.8848381,18.07555199,20.3491497,14.76311398,19.04564285,17.11636925,17.6391964,17.47080994,17.84720039,17.48692131
"Ctsd",18.77378464,21.94134331,20.11010551,22.05795097,17.7103672,18.43388367,19.74863625,20.15927696,22.40013313,18.6881485,20.8635273,18.86180496,18.19227791,19.66420364,20.6300869,20.756073
"Cfl1",21.17205238,22.83826637,22.42335701,23.14347839,20.06977272,22.12049294,21.81136513,22.39868355,23.82917595,20.61654282,21.78753281,21.48664665,23.18332672,20.99240112,22.44629097,22.53310966
"Gstp1;Gstp2",16.01680183,18.49763107,17.63304138,19.33854675,16.38587189,13.72409534,16.88090134,19.06400871,19.78843689,14.8813591,16.86637688,15.90747929,15.11510372,13.11382961,17.49952698,17.80351257
"Rpl13a",17.67400932,19.39725113,14.01879597,18.43341637,17.01198387,14.06296921,15.92719746,18.04490471,17.9074707,12.58093643,17.1518631,15.4448328,18.20436287,13.76826191,17.35160828,14.94886017
"Cox4i1",16.7584362,20.052742,18.07222557,18.93924522,16.31045532,14.33955288,14.34835625,18.50614357,18.63358307,15.7943697,17.76000214,16.1548233,15.5957613,17.68442345,19.35576057,14.32593346
"Hspa5",18.21838188,21.44436455,18.73194885,21.60438156,16.72031403,14.64379311,18.69037628,19.62942314,21.1564846,17.15433311,19.3573513,16.1919136,14.49881935,17.92356873,18.62985802,16.46876717
"P20065-2",18.98556137,21.55646133,19.4922142,21.03880119,14.16727448,17.83080482,17.89847565,19.07986259,20.28136826,16.66156387,18.85604095,17.14332771,17.98386765,17.93422127,18.59997559,17.56541824
"Vim",19.90909958,23.60226631,22.07329941,23.43214607,19.20641708,20.48634911,20.8902626,22.03353882,23.38462448,19.53251648,21.5629673,19.0822525,21.05588913,20.93539238,22.24173927,17.85114288
"Fcer1g",18.24460983,18.50833702,20.60464668,18.35346222,14.25229645,19.7081852,19.12104797,19.46740913,17.25848961,18.06988144,15.93442154,17.99632454,20.45981979,18.26877403,18.85336304,19.42337418
"Tpm3;Tpm3-rs7",17.67313957,19.54641724,19.18133736,19.70319557,15.99587917,14.09114075,17.53431702,18.06497002,18.68661118,15.81118107,17.39365768,16.12945938,16.18368149,15.4684267,16.90159798,16.03488731
"Mfge8",22.667593,20.86756897,24.64385414,19.15016174,20.97214699,22.09982109,23.73748016,22.74733162,19.21738052,21.49043655,20.17621613,22.17235184,22.80376244,20.6051693,22.59556007,23.98791122
"Pnp;Pnp2",14.74459743,18.9550705,16.72173691,19.42731285,14.9581461,14.33727551,15.98008537,16.28565216,19.78596878,13.07820129,13.10979939,16.59485435,15.86429405,13.95154476,16.88661957,14.93441963
"Cat",12.80042076,17.3866024,15.85224724,18.65404892,12.46201515,14.19080639,15.57557297,16.49548149,18.26125526,14.00932407,16.7776165,13.12764454,15.31995869,14.96776485,14.87945175,15.47406578
"Ppib",13.81772614,18.68440437,18.78340149,18.47864151,16.64968491,14.60761261,17.69710732,16.31203842,18.39101982,12.03973389,17.37124252,15.31091595,15.55581856,13.97040558,15.69662571,14.27671337
"Impdh2",16.06636429,17.10800934,16.49282837,17.85151863,16.72816849,13.86857319,16.20344162,15.19738102,17.64853096,12.06829834,15.97595406,15.65457153,15.99799538,13.56251621,15.70808411,17.62594223
"M6pr",18.6114006,17.77763367,17.62989807,18.65185738,19.26278114,14.48000336,15.16952991,19.32715225,18.87627792,17.39335632,15.06623554,14.50905132,19.93370819,17.08124733,15.31693172,18.91015816
"Rps2",20.53153801,20.39535332,17.1803875,20.30976105,19.84975624,16.99968529,18.26943779,19.8755722,19.82675743,16.4180088,19.10006905,17.23414803,19.84041405,18.09874344,14.61667442,19.39523888
"Tln1",18.21549416,17.62295532,15.16185665,18.90387344,18.99180412,15.30397415,15.79521179,16.59847069,18.27301598,14.94331741,13.32813549,14.49734497,15.37158966,15.15555286,16.64393806,15.03496933
"Msn",19.27871323,21.49118805,21.65188599,21.44121933,17.8026886,20.8995533,20.63927269,21.55647469,21.86981773,19.29659271,20.01027489,20.74668503,22.24404907,19.86329651,20.92709351,21.22290802
"Ptma",17.56609726,21.25291824,19.9497757,20.00977135,13.1321516,15.78566265,14.8170805,15.98254299,18.62561798,15.47406101,18.07844543,16.20036125,17.99368668,18.14521027,18.10595512,15.42530918
"Sars",19.40415955,19.15328598,17.78630829,19.65761757,19.89221382,15.2729311,16.51228714,18.83868599,19.36924171,16.31989288,17.90741539,17.90955734,17.63673973,14.9816246,17.38950157,19.75257492
"Marcks",19.33662224,20.09993935,22.84875298,20.70555305,15.89790249,21.46522522,22.27559662,22.51018906,20.9892025,19.76746559,20.44239044,22.33329964,22.64871597,20.03756523,21.75942993,21.74574471
"Fkbp1a",17.04514503,19.15817451,17.87171555,18.69742775,15.24982262,15.01214314,17.51756096,18.49972343,18.73488235,11.990592,18.05356407,16.51969719,18.59342003,17.30003738,16.57974815,14.76528263
"Rpl3",19.37867546,19.50756264,18.47024536,20.22925568,19.4029274,16.26686478,17.7956543,19.48550987,20.03408051,15.53078651,17.53987312,15.70331383,17.70518112,14.29883575,17.503685,15.28058243
"H2afx",25.58613205,24.8855896,23.28836632,23.66365242,23.07752228,23.07550621,22.14369583,22.85592461,23.69519806,20.7314682,23.2414875,21.42712021,22.5171566,22.46863937,23.66134834,23.3300705
"Pdia3",19.18697548,22.25529671,21.45547295,22.47568321,16.66564941,18.38085747,19.31708717,20.88625908,22.49421501,18.6240921,21.09915924,17.71916962,17.31768608,19.1433754,20.89783859,15.22551537
"Apex1",16.76019859,19.50143814,17.34043121,19.69180489,17.07550621,14.80230331,13.60286522,16.60775566,18.64727211,15.43078041,18.1397934,15.90481472,15.9057827,15.54215336,13.93371677,14.76918221
"Adh5",18.99716568,19.35092545,17.75285721,19.80591583,18.84962845,13.58338833,17.50467873,18.50159264,19.4114418,15.70432472,18.2640686,16.98868942,17.68972778,16.90320587,14.73877907,17.08029938
"Nap1l1",18.42752075,19.61685944,17.62079048,20.0415802,18.81861496,14.77190399,17.31785774,18.97120667,20.57250977,13.66532707,17.69402885,16.60268593,19.11485672,15.27572155,15.49084759,17.8987236
"Marcksl1",18.01081848,18.73572922,17.24237061,17.66998482,12.92017651,19.54362679,20.40893364,21.02868462,19.3312664,17.74588203,15.57030678,13.75221157,22.21790504,13.88621807,15.11469269,15.58882332
"Pabpc1",19.46902466,19.80089569,17.53383064,20.05113983,19.05982971,17.96332932,16.63061142,20.37462616,19.9719677,18.75383759,17.10000801,15.00738144,21.32773399,15.6201849,17.87924767,16.93878555
"Ptpn6",17.04369926,17.69281197,15.58533669,19.05729866,17.57649231,14.99675369,16.29050446,16.81050491,17.51011848,13.45021534,14.56317425,14.49421597,16.93238068,13.16302299,15.61387444,16.1837635
"Aimp1",16.98375893,17.33078003,15.15058613,17.50806618,17.28806686,14.89731407,16.63790131,14.93272591,18.01911354,12.93442822,14.61510468,15.61842918,16.35222816,13.48428535,18.77091026,17.72445107
"Dbi",14.23380852,20.41542625,20.67243004,19.48869705,13.14533043,19.90501785,20.09564781,20.57878494,20.69272232,18.84425354,18.51478386,19.16207123,19.35240364,18.35477257,20.89745522,18.74697113
"Wars",17.58049011,16.77375603,15.83921432,17.91273499,18.63324547,15.43331432,13.22386265,16.99428177,17.32048035,13.72571659,14.56230545,16.69838524,16.56089973,14.94852543,15.94293404,16.30960464
"Ranbp1",18.7659111,20.63277435,19.63807678,20.46161652,18.84731865,15.08481026,19.50779724,20.81155777,20.56026459,18.52527237,19.01070023,18.72517776,20.2077198,18.5821209,19.58017159,19.74689102
"Mif",20.94993591,22.14171791,21.83197975,21.9865818,19.49468422,16.46351624,21.68791771,20.26750946,21.16702843,17.00998688,19.8026371,17.93113708,19.7703743,14.38461971,18.48175621,15.96059227
"Rab6b;Rab6a;Rab39a",19.66032028,22.87587357,22.91015434,18.53652763,19.03674698,15.05063534,19.37558556,19.60861778,18.22164536,18.13302231,18.34551239,18.32821274,21.27425194,17.81781197,14.45238304,20.34052086
"Canx",14.08685398,20.69367409,17.83327866,21.612957,13.27360344,14.04869938,16.75701523,19.24239349,20.55835342,17.94029427,19.56892967,12.95734501,14.39426422,19.14137077,18.60990143,15.40457058
"Prdx1",21.05834198,22.47220802,21.79668427,23.17420006,19.34889603,20.64033127,21.12561607,22.46835709,23.12011719,19.40114594,22.71656609,21.84381866,21.62273788,20.75888252,21.78238297,21.69077492
"Rpl12",20.69347572,21.82089043,19.98460007,21.12630272,20.20792007,20.21257401,19.88171387,20.62248039,21.10519791,18.75115395,20.32354546,18.68133926,20.1654644,19.36870956,21.08893776,19.97948265
"Rpl18",19.89484596,18.67878342,17.5517807,20.26944351,19.61853218,14.88884449,17.35137939,18.97739983,19.30446053,16.7825737,19.67572975,14.12466431,15.9192543,14.15359402,19.40664101,18.33327866
"Hspa9",15.64459515,19.38518715,18.27704811,20.50167465,12.34135246,13.88815308,17.06217003,16.15866089,19.9468708,14.93624878,17.65769768,14.75921917,14.75835037,15.18699169,16.25760841,15.44253254
"Cap1",18.30893707,20.82985497,19.86420822,21.25899506,19.31017876,15.88254929,18.50498009,20.55877495,21.72151375,16.26484871,19.1456604,19.01768112,17.1401844,17.47585678,19.94596863,17.79857826
"Tkt",19.27576828,21.96187782,19.70100975,21.49648666,18.73767281,16.42991829,19.11435699,19.92129326,21.59581757,17.7704277,19.67061043,18.18881416,16.92878914,17.77362633,19.30717087,16.40760612
"Cd9",20.31834602,21.93859673,22.36859322,18.58820152,18.97670174,23.09416389,20.90259171,22.76405525,19.30856133,22.41017532,18.62694931,18.99528122,23.10033417,21.20427895,20.51234818,21.29866982
"44806",16.47086143,16.11824799,17.91897202,16.7981987,17.11282539,14.78357792,17.22866058,16.37098312,17.62817192,16.0072403,13.94198036,16.8687439,15.15046501,14.48689747,15.45312786,19.19205284
"Cct8;Cctq",19.04530144,17.67529678,15.58084297,19.48664856,19.84307098,14.78054523,14.27074814,15.55948639,17.83036423,13.43799496,16.38428879,16.79863358,16.1426754,14.53646946,15.4825325,18.33704948
"Hist1h1e",20.2431469,21.32876778,20.16156197,21.22886848,19.0117569,18.7770977,19.1148262,19.76933289,20.71627235,17.38079643,19.9984436,17.81327438,19.97248459,19.05619431,20.20799255,18.09202003
"Hist1h1b",21.11693001,22.81907654,20.52145767,21.81228256,19.95527267,20.21835518,20.41705132,19.55934906,20.3649559,17.28546333,21.62830925,17.5148983,19.95654678,20.51546478,22.71464348,15.53246498
"Hist1h1d",21.05116081,21.75959396,19.69987679,21.57925415,19.77668571,19.92254639,19.3678112,19.97384834,21.43258286,17.48209381,20.20825577,18.62149239,20.51713371,19.33864212,20.51158142,20.22560883
"Akr1b1;Akr1b3",18.94612503,20.07868576,19.42830086,20.23761368,19.21169853,14.05285168,18.33585739,19.35049438,20.39351463,16.473032,18.95217896,16.77699852,18.66685677,17.6932888,18.87018585,18.40189934
"Vps4b;Vps4a;Fignl1",16.57792282,16.74822807,18.44154739,17.82888794,16.53690529,15.47981358,15.14833546,15.95408344,17.08943367,17.12895775,14.73810101,14.07736206,18.73958206,14.04824448,15.48981285,14.81520081
"Psmc2",16.7655983,16.59736633,17.01170349,17.96062469,17.45748329,14.73880768,14.85167217,15.54357815,17.42477417,15.63354397,15.81704235,16.41128349,15.9939146,13.35733223,14.42368126,17.48234558
"Aldh2",16.45686531,18.97060585,18.07182693,20.16275024,12.77335835,15.36118221,17.26091194,17.57075691,20.69945908,15.11840916,17.89260674,14.06759834,16.55910492,16.2537899,17.66375542,15.40621185
"Capza2",14.82968235,18.34544945,18.43508148,19.2054863,15.21744633,17.39402008,18.40335464,17.50456429,18.43486404,16.5350647,16.58723068,17.11704063,15.29124355,14.50003719,14.87352943,17.91530991
"Capzb",15.91212082,19.13302994,17.16098595,20.27832031,17.27683449,14.89561367,16.65752411,18.14446831,18.49455833,15.83144188,13.96242809,17.08502769,18.41116905,12.57457733,15.0191412,15.47844601
"Rpl6",17.45871162,19.02610207,17.4253273,19.54299545,18.10376358,17.71847916,17.66716957,19.09811783,18.9035244,16.31645584,18.72026825,16.1596756,17.90053558,16.43994904,16.39616776,15.95855713
"Rplp1",19.43852997,21.2610569,20.28964806,22.24091148,19.37465668,20.71525383,20.15077591,20.2040081,22.30764961,19.07090187,21.39560699,17.89390945,20.96520996,16.80245781,21.24849701,15.41776371
"Rpl5",19.83123398,18.25819969,16.42254829,19.67398834,18.99184418,17.85208511,17.89463234,18.93972397,18.67192268,12.80950928,15.49598217,13.09177876,15.04117584,14.68220329,16.21282768,16.53409958
"Rpl13",19.28399467,21.02465248,14.44531536,19.74433136,18.48088646,13.26388741,18.29507065,18.95410538,19.57032967,12.78558064,19.07053375,16.81759071,19.44638443,18.19659615,17.55434799,14.6206274
"Anxa5",19.2099781,20.43150139,20.28037262,20.75959206,16.81731606,18.48801422,19.54003716,20.66081619,20.42624283,17.29899406,18.83943939,18.97292519,20.4951458,14.36019897,19.09279251,20.14447594
"Lmna",13.30138302,18.93686104,16.33470726,20.36068535,12.05301476,15.39359188,14.37524509,14.61580849,18.60840225,11.48420906,16.945467,13.08280373,16.9558506,13.53163052,15.96187878,14.9209013
"Cbr1",17.46250534,18.35074806,14.47711563,19.53408623,16.59282875,14.553792,18.95724678,20.08443642,20.43251801,16.11702347,15.27582455,14.18354225,14.96446991,13.02944565,18.11281967,19.16913223
"Slc25a4",14.56551838,18.89322662,19.6840992,20.13231468,13.50402355,16.68878555,15.68492794,17.31489754,19.31108856,12.01393795,16.61884499,15.07207966,15.21731949,15.47555256,16.27719879,14.33340836
"Hnrnpa1",14.87463188,18.86548805,16.40103149,19.23445702,14.07012081,13.84349442,15.57304955,16.27136421,19.62065887,15.02595329,18.031353,16.52150917,14.71661949,15.06960964,18.88249588,14.19139481
"Psma2",14.08356953,19.17914391,17.70383072,19.39238167,12.74186802,14.67156029,16.94240952,18.94374466,20.16832924,13.55673409,18.21422195,15.82682991,15.11611176,17.34152031,14.21798325,15.20209312
"Atp6v1a",18.89667702,19.68309212,19.75572205,20.86161995,18.13464546,17.1782074,15.79437542,18.98351288,19.98522377,14.17275524,17.49582863,16.40406799,14.49220753,14.72978115,16.31856537,17.66696358
"Atp6v1e1",16.30826569,18.1715641,18.18675613,19.1991272,14.35998726,14.33039379,17.89738655,17.68019295,19.29680061,17.08241272,14.62380409,16.0023632,17.8006649,16.12821198,15.8607235,17.8215332
"Pa2g4",18.39616776,19.06653786,17.45657539,19.81917,18.6453228,14.79301357,16.51630783,18.11555672,18.81919289,14.68760872,16.9129734,17.07063293,16.10620117,13.68838978,16.9299221,16.69729233
"Rab7a",18.38666344,19.33106422,19.33404541,19.6796627,18.30700493,18.3865242,18.93611908,20.37949562,19.58844948,17.51131248,18.51834106,18.08286667,20.42730522,17.65334129,19.20601845,19.65800667
"Gla",14.30103683,17.0885067,15.43142414,17.80049133,15.81233501,14.62775707,12.02995014,16.00303078,17.70084763,14.34938431,15.72978115,14.09017754,14.0438261,13.63034153,15.21944237,14.95086002
"Hdgf",14.27733898,19.04294205,17.39497185,20.14481163,13.89491367,14.11899471,14.12338448,18.99013329,20.52900696,17.20514679,16.89659119,13.52254677,14.5969429,19.40176201,20.11739922,14.60042572
"Atp6v0d1",14.61073589,17.10499763,17.7911377,18.83415413,16.64987946,13.40314388,17.12802315,17.417202,19.54146957,16.30023193,17.61862183,16.30824661,17.59775162,13.77655029,14.98986244,16.84439468
"Slc25a5",16.17869186,20.1187973,18.87664795,20.83288193,14.02318764,16.22895432,18.49989319,20.10043907,21.16490936,16.81036758,19.36525154,15.97837543,18.46292877,17.04551506,19.64417458,15.12602329
"Pkm",22.79145241,23.59410286,23.08582497,23.68461418,22.61310005,22.46874237,22.69170189,23.3975296,23.84885788,21.22929764,22.84453201,22.00974274,23.45668983,22.21848869,22.9709549,23.77298164
"Idh2",14.95104313,18.67610931,17.6778965,19.25980377,12.6961832,15.75470161,16.79786682,17.97750664,18.6057663,14.97874832,19.13835144,12.78015041,15.18288517,16.05892372,18.20111275,14.95749283
"Stom",16.20377541,16.10011864,17.49191856,15.75857353,14.9423151,15.04231167,13.45648575,15.12547874,16.12615776,11.25161076,14.73759651,15.85114479,15.60592461,14.47645092,16.16553879,17.44976616
"Ctsk",20.57178879,25.43661499,21.03325462,22.48189354,18.49514389,19.68101883,22.65403938,21.09160233,21.36830139,20.02923012,22.34054756,19.25557327,14.89436436,22.41432953,22.31530952,22.17641449
"Atp5b",16.83090591,21.35979462,20.74185944,21.65498924,13.99129486,17.93562508,17.87025452,19.15747643,21.74491692,16.92010689,19.45030022,16.56702995,17.6397419,18.30474663,19.5377655,16.41168404
